pivoting_rule,neighborhood,initial_solution,avg_deviation_percent,std_deviation_percent,total_time_seconds,avg_time_per_instance_seconds
best,insert,cw,2.24469258974359,0.4254490912758027,3.405902,0.08733082051282051
best,insert,random,2.252518333333333,0.4688736686788174,3.807119,0.0976184358974359
best,exchange,random,3.789291358974359,0.6315431456950045,2.899395,0.07434346153846154
best,exchange,cw,3.9562996153846153,0.6749402187028986,2.787677,0.07147889743589743
best,transpose,cw,17.81729858974359,1.8124342435863305,0.040324,0.0010339487179487179
best,transpose,random,35.10555164102564,3.4774291303990763,0.000683,1.7512820512820513e-05
