instance,pivoting_rule,neighborhood,initial_solution,best_known,cost,delta_percent,time_seconds
N-tiw56n67_150,best,exchange,cw,2372926,2323573,2.079837,43.027498
N-tiw56n67_150,best,insert,random,2372926,2357656,0.643509,55.511533
N-tiw56n67_150,best,insert,cw,2372926,2323046,2.102046,54.773419
N-t65d11xx_150,best,transpose,random,3559347,2589267,27.254437,0.011394
N-t65d11xx_150,best,transpose,cw,3559347,3001405,15.675403,0.018040
N-t65d11xx_150,best,exchange,random,3559347,3496026,1.779006,43.233489
N-t65d11xx_150,best,exchange,cw,3559347,3497346,1.741921,43.847022
N-t65d11xx_150,best,insert,random,3559347,3535924,0.658070,53.873328
N-t65d11xx_150,best,insert,cw,3559347,3537501,0.613764,54.761337
N-stabu2_150,best,transpose,random,4327538,2965753,31.467892,0.012782
N-stabu2_150,best,transpose,cw,4327538,3542009,18.151868,0.015385
N-stabu2_150,best,exchange,random,4327538,4262629,1.499906,43.387099
N-stabu2_150,best,exchange,cw,4327538,4279900,1.100811,43.284134
N-stabu2_150,best,insert,random,4327538,4299165,0.655638,55.714258
N-stabu2_150,best,insert,cw,4327538,4289534,0.878190,55.346198
N-tiw56n58_150,best,transpose,random,1155392,796648,31.049549,0.010820
N-tiw56n58_150,best,transpose,cw,1155392,964614,16.511972,0.017332
N-tiw56n58_150,best,exchange,random,1155392,1137495,1.548998,43.111546
N-tiw56n58_150,best,exchange,cw,1155392,1127320,2.429652,43.525543
N-tiw56n58_150,best,insert,random,1155392,1143663,1.015153,55.918291
N-tiw56n58_150,best,insert,cw,1155392,1146229,0.793064,54.493061
N-t70l11xx_150,best,transpose,random,436862,271915,37.757232,0.014236
N-t70l11xx_150,best,transpose,cw,436862,357620,18.138909,0.019322
N-t70l11xx_150,best,exchange,random,436862,427944,2.041377,43.008486
N-t70l11xx_150,best,exchange,cw,436862,430941,1.355348,43.458265
N-t70l11xx_150,best,insert,random,436862,431125,1.313229,54.921582
N-t70l11xx_150,best,insert,cw,436862,435310,0.355261,55.009606
N-t75k11xx_150,best,transpose,random,1541596,1033567,32.954743,0.011684
N-t75k11xx_150,best,transpose,cw,1541596,1257432,18.433104,0.018563
N-t75k11xx_150,best,exchange,random,1541596,1522879,1.214131,43.075123
N-t75k11xx_150,best,exchange,cw,1541596,1508610,2.139731,42.435195
N-t75k11xx_150,best,insert,random,1541596,1524206,1.128052,54.085240
N-t75k11xx_150,best,insert,cw,1541596,1533760,0.508304,55.967257
N-tiw56r54_150,best,transpose,random,958192,655699,31.569143,0.011329
N-tiw56r54_150,best,transpose,cw,958192,812713,15.182657,0.018252
N-tiw56r54_150,best,exchange,random,958192,945015,1.375194,45.368128
N-tiw56r54_150,best,exchange,cw,958192,946124,1.259455,45.281685
N-tiw56r54_150,best,insert,random,958192,952435,0.600819,57.447912
N-tiw56r54_150,best,insert,cw,958192,949660,0.890427,57.540648
N-t75d11xx_150,best,transpose,random,9642140,6719542,30.310678,0.010710
N-t75d11xx_150,best,transpose,cw,9642140,8036666,16.650598,0.017588
N-t75d11xx_150,best,exchange,random,9642140,9464002,1.847494,45.373832
N-t75d11xx_150,best,exchange,cw,9642140,9293402,3.616811,44.538930
N-t75d11xx_150,best,insert,random,9642140,9556840,0.884658,57.549820
N-t75d11xx_150,best,insert,cw,9642140,9600956,0.427125,51.348869
N-t75n11xx_150,best,transpose,random,1743094,1115116,36.026629,0.012794
N-t75n11xx_150,best,transpose,cw,1743094,1411789,19.006720,0.016435
N-t75n11xx_150,best,exchange,random,1743094,1721327,1.248757,41.303499
N-t75n11xx_150,best,exchange,cw,1743094,1707651,2.033338,41.801736
N-t75n11xx_150,best,insert,random,1743094,1729733,0.766511,54.046371
N-t75n11xx_150,best,insert,cw,1743094,1724395,1.072748,53.727020
N-t65f11xx_150,best,transpose,random,3159326,2192878,30.590322,0.012974
N-t65f11xx_150,best,transpose,cw,3159326,2608838,17.424223,0.013274
N-t65f11xx_150,best,exchange,random,3159326,3093157,2.094402,42.785048
N-t65f11xx_150,best,exchange,cw,3159326,3108302,1.615028,42.564257
N-t65f11xx_150,best,insert,random,3159326,3096676,1.983018,54.251373
N-t65f11xx_150,best,insert,cw,3159326,3121218,1.206207,53.090536
N-tiw56r58_150,best,transpose,random,1219295,841434,30.990121,0.011218
N-tiw56r58_150,best,transpose,cw,1219295,1019678,16.371510,0.017981
N-tiw56r58_150,best,exchange,random,1219295,1196880,1.838357,40.275515
N-tiw56r58_150,best,exchange,cw,1219295,1196584,1.862634,40.887979
N-tiw56r58_150,best,insert,random,1219295,1199424,1.629712,51.851419
N-tiw56r58_150,best,insert,cw,1219295,1208426,0.891417,52.462965
N-t59f11xx_150,best,transpose,random,1543733,1076349,30.276220,0.012577
N-t59f11xx_150,best,transpose,cw,1543733,1282407,16.928186,0.017997
N-t59f11xx_150,best,exchange,random,1543733,1518138,1.657994,44.400190
N-t59f11xx_150,best,exchange,cw,1543733,1516173,1.785283,42.479189
N-t59f11xx_150,best,insert,random,1543733,1527224,1.069421,53.507111
N-t59f11xx_150,best,insert,cw,1543733,1531974,0.761725,53.358232
N-t70d11xx_150,best,transpose,random,6174178,4180656,32.288055,0.012941
N-t70d11xx_150,best,transpose,cw,6174178,5183023,16.053230,0.015447
N-t70d11xx_150,best,exchange,random,6174178,6021442,2.473787,41.539712
N-t70d11xx_150,best,exchange,cw,6174178,6085003,1.444322,41.843195
N-t70d11xx_150,best,insert,random,6174178,6124362,0.806844,53.764830
N-t70d11xx_150,best,insert,cw,6174178,6102392,1.162681,52.986329
N-tiw56n66_150,best,transpose,random,2107619,1464875,30.496214,0.012722
N-tiw56n66_150,best,transpose,cw,2107619,1761533,16.420710,0.017842
N-tiw56n66_150,best,exchange,random,2107619,2065858,1.981430,41.689884
N-tiw56n66_150,best,exchange,cw,2107619,2064707,2.036042,42.026879
N-tiw56n66_150,best,insert,random,2107619,2079528,1.332831,53.392420
N-tiw56n66_150,best,insert,cw,2107619,2071819,1.698599,53.571701
N-tiw56r72_150,best,transpose,random,2823758,2123924,24.783781,0.012485
N-tiw56r72_150,best,transpose,cw,2823758,2371140,16.028923,0.017095
N-tiw56r72_150,best,exchange,random,2823758,2784883,1.376711,42.133354
N-tiw56r72_150,best,exchange,cw,2823758,2773596,1.776427,42.228074
N-tiw56r72_150,best,insert,random,2823758,2807965,0.559290,53.429585
N-tiw56r72_150,best,insert,cw,2823758,2800332,0.829604,53.017935
N-t70d11xn_150,best,transpose,random,5825147,3989367,31.514741,0.013253
N-t70d11xn_150,best,transpose,cw,5825147,4897863,15.918637,0.015843
N-t70d11xn_150,best,exchange,random,5825147,5677454,2.535438,41.432738
N-t70d11xn_150,best,exchange,cw,5825147,5736171,1.527446,42.524926
N-t70d11xn_150,best,insert,random,5825147,5795007,0.517412,50.713425
N-t70d11xn_150,best,insert,cw,5825147,5792279,0.564243,51.265367
N-tiw56n62_150,best,transpose,random,1626921,1132539,30.387585,0.011020
N-tiw56n62_150,best,transpose,cw,1626921,1366439,16.010734,0.020096
N-tiw56n62_150,best,exchange,random,1626921,1600209,1.641874,42.422806
N-tiw56n62_150,best,exchange,cw,1626921,1596849,1.848400,42.470825
N-tiw56n62_150,best,insert,random,1626921,1606874,1.232205,53.373128
N-tiw56n62_150,best,insert,cw,1626921,1612762,0.870294,53.678015
N-t65b11xx_150,best,transpose,random,6453836,4096639,36.523968,0.011551
N-t65b11xx_150,best,transpose,cw,6453836,5269371,18.352883,0.017660
N-t65b11xx_150,best,exchange,random,6453836,6343458,1.710270,41.605094
N-t65b11xx_150,best,exchange,cw,6453836,6302221,2.349223,42.055251
N-t65b11xx_150,best,insert,random,6453836,6385288,1.062128,53.164743
N-t65b11xx_150,best,insert,cw,6453836,6415513,0.593802,53.206660
N-t70b11xx_150,best,transpose,random,9647229,6188351,35.853591,0.011526
N-t70b11xx_150,best,transpose,cw,9647229,7958322,17.506654,0.017974
N-t70b11xx_150,best,exchange,random,9647229,9500262,1.523412,41.913284
N-t70b11xx_150,best,exchange,cw,9647229,9507600,1.447348,42.165461
N-t70b11xx_150,best,insert,random,9647229,9580185,0.694956,53.039874
N-t70b11xx_150,best,insert,cw,9647229,9587438,0.619774,53.559471
N-t70n11xx_150,best,transpose,random,948913,613876,35.307452,0.013468
N-t70n11xx_150,best,transpose,cw,948913,765734,19.304088,0.015634
N-t70n11xx_150,best,exchange,random,948913,927527,2.253737,43.830221
N-t70n11xx_150,best,exchange,cw,948913,935189,1.446286,44.427882
N-t70n11xx_150,best,insert,random,948913,939857,0.954355,58.646462
N-t70n11xx_150,best,insert,cw,948913,936270,1.332367,56.913602
N-be75tot_150,best,transpose,random,12287707,7746642,36.956163,0.011289
N-be75tot_150,best,transpose,cw,12287707,9989987,18.699339,0.019186
N-be75tot_150,best,exchange,random,12287707,12000645,2.336172,42.672326
N-be75tot_150,best,exchange,cw,12287707,12078080,1.705990,42.437644
N-be75tot_150,best,insert,random,12287707,12091613,1.595855,53.071701
N-be75tot_150,best,insert,cw,12287707,12218825,0.560577,53.239853
N-be75oi_150,best,transpose,random,2246534,1438232,35.979958,0.014681
N-be75oi_150,best,transpose,cw,2246534,1950906,13.159293,0.016214
N-be75oi_150,best,exchange,random,2246534,2226686,0.883494,41.057625
N-be75oi_150,best,exchange,cw,2246534,2233825,0.565716,41.128458
N-be75oi_150,best,insert,random,2246534,2209673,1.640794,54.245248
N-be75oi_150,best,insert,cw,2246534,2220025,1.179995,56.222181
N-tiw56n54_150,best,transpose,random,837945,618013,26.246591,0.014642
N-tiw56n54_150,best,transpose,cw,837945,705753,15.775737,0.015301
N-tiw56n54_150,best,exchange,random,837945,818491,2.321632,44.000464
N-tiw56n54_150,best,exchange,cw,837945,827196,1.282781,43.042869
N-tiw56n54_150,best,insert,random,837945,829100,1.055559,53.538466
N-tiw56n54_150,best,insert,cw,837945,829172,1.046966,54.161462
N-t59n11xx_150,best,transpose,random,318960,212388,33.412340,0.012452
N-t59n11xx_150,best,transpose,cw,318960,257134,19.383622,0.018602
N-t59n11xx_150,best,exchange,random,318960,314922,1.265989,43.041316
N-t59n11xx_150,best,exchange,cw,318960,313878,1.593303,43.223664
N-t59n11xx_150,best,insert,random,318960,314941,1.260033,54.750057
N-t59n11xx_150,best,insert,cw,318960,317353,0.503825,54.823120
N-t69r11xx_150,best,transpose,random,11855957,7985013,32.649781,0.011346
N-t69r11xx_150,best,transpose,cw,11855957,9554350,19.413085,0.018192
N-t69r11xx_150,best,exchange,random,11855957,11542019,2.647935,42.029509
N-t69r11xx_150,best,exchange,cw,11855957,11725538,1.100029,42.470047
N-t69r11xx_150,best,insert,random,11855957,11755377,0.848350,53.418823
N-t69r11xx_150,best,insert,cw,11855957,11660639,1.647425,53.900482
N-t70f11xx_150,best,transpose,random,5150097,3522014,31.612667,0.011203
N-t70f11xx_150,best,transpose,cw,5150097,4274281,17.005816,0.018503
N-t70f11xx_150,best,exchange,random,5150097,5029188,2.347703,41.487879
N-t70f11xx_150,best,exchange,cw,5150097,5033177,2.270249,42.198452
N-t70f11xx_150,best,insert,random,5150097,5103623,0.902391,52.908693
N-t70f11xx_150,best,insert,cw,5150097,5090434,1.158483,54.546364
N-t74d11xx_150,best,transpose,random,9396044,6491589,30.911467,0.011847
N-t74d11xx_150,best,transpose,cw,9396044,7890627,16.021817,0.016390
N-t74d11xx_150,best,exchange,random,9396044,9277513,1.261499,43.291858
N-t74d11xx_150,best,exchange,cw,9396044,9202659,2.058153,42.120455
N-t74d11xx_150,best,insert,random,9396044,9254553,1.505857,52.093639
N-t74d11xx_150,best,insert,cw,9396044,9297600,1.047718,52.832090
N-be75eec_150,best,transpose,random,3482828,2272454,34.752621,0.011607
N-be75eec_150,best,transpose,cw,3482828,2815518,19.160004,0.018718
N-be75eec_150,best,exchange,random,3482828,3430185,1.511502,41.617081
N-be75eec_150,best,exchange,cw,3482828,3443767,1.121531,41.972724
N-be75eec_150,best,insert,random,3482828,3446155,1.052966,55.174631
N-be75eec_150,best,insert,cw,3482828,3415960,1.919934,55.919031
N-be75np_150,best,transpose,random,7174325,4669853,34.908817,0.011388
N-be75np_150,best,transpose,cw,7174325,6136840,14.461082,0.019241
N-be75np_150,best,exchange,random,7174325,7106460,0.945943,41.967242
N-be75np_150,best,exchange,cw,7174325,7070029,1.453740,42.023165
N-be75np_150,best,insert,random,7174325,7119389,0.765731,53.837580
N-be75np_150,best,insert,cw,7174325,7124709,0.691577,55.588202
N-t65l11xx_150,best,transpose,random,253396,142965,43.580404,0.015230
N-t65l11xx_150,best,transpose,cw,253396,222544,12.175409,0.018582
N-t65l11xx_150,best,exchange,random,253396,251685,0.675228,43.310637
N-t65l11xx_150,best,exchange,cw,253396,251016,0.939241,43.280115
N-t65l11xx_150,best,insert,random,253396,249880,1.387552,52.982767
N-t65l11xx_150,best,insert,cw,253396,251976,0.560388,53.413693
N-t59b11xx_150,best,transpose,random,3239550,2162215,33.255699,0.013694
N-t59b11xx_150,best,transpose,cw,3239550,2607850,19.499622,0.015774
N-t59b11xx_150,best,exchange,random,3239550,3192735,1.445108,42.595517
N-t59b11xx_150,best,exchange,cw,3239550,3158455,2.503280,43.465995
N-t59b11xx_150,best,insert,random,3239550,3210905,0.884228,53.525111
N-t59b11xx_150,best,insert,cw,3239550,3210385,0.900279,54.013865
N-t59d11xx_150,best,transpose,random,1462697,1047789,28.365957,0.013256
N-t59d11xx_150,best,transpose,cw,1462697,1195248,18.284648,0.018259
N-t59d11xx_150,best,exchange,random,1462697,1446191,1.128463,43.641499
N-t59d11xx_150,best,exchange,cw,1462697,1432152,2.088266,42.922527
N-t59d11xx_150,best,insert,random,1462697,1454221,0.579477,54.209457
N-t59d11xx_150,best,insert,cw,1462697,1448003,1.004583,53.349440
N-t75e11xx_150,best,transpose,random,41570193,27227313,34.502799,0.011962
N-t75e11xx_150,best,transpose,cw,41570193,33691615,18.952469,0.018112
N-t75e11xx_150,best,exchange,random,41570193,40512558,2.544215,43.589471
N-t75e11xx_150,best,exchange,cw,41570193,40845815,1.742542,43.902489
N-t75e11xx_150,best,insert,random,41570193,41167350,0.969067,57.997473
N-t75e11xx_150,best,insert,cw,41570193,41210286,0.865781,56.310476
