pivoting_rule,neighborhood,initial_solution,avg_deviation_percent,std_deviation_percent,total_time_seconds,avg_time_per_instance_seconds
best,insert,cw,0.9372906410256411,0.4037590403948275,2106.66345,54.01701153846154
best,insert,random,1.0356450256410257,0.3613200855054383,2111.767556,54.14788605128204
best,exchange,random,1.6859271538461538,0.5038189986059393,1668.341721,42.77799284615384
best,exchange,cw,1.7995746410256408,0.6556536973304816,1664.216787,42.67222530769231
best,transpose,cw,16.877369575,1.8047894816351766,0.732711,0.018317775
best,transpose,random,32.366501299999996,3.507780485201837,0.514751,0.012868774999999999
