instance,pivoting_rule,neighborhood,initial_solution,cost,delta_percent,time_seconds,instance_clean,best_known
N-t75k11xx_150,first,exchange,cw,1228706,20.296498,0.000943,N-t75k11xx_150,1541596
N-t75k11xx_150,first,insert,random,963663,37.489264,2.5e-05,N-t75k11xx_150,1541596
N-t75k11xx_150,first,insert,cw,1228706,20.296498,0.000913,N-t75k11xx_150,1541596
N-t75k11xx_150,best,transpose,random,967063,37.268714,0.000335,N-t75k11xx_150,1541596
N-t75k11xx_150,best,transpose,cw,1228798,20.29053,0.001243,N-t75k11xx_150,1541596
N-t75k11xx_150,best,exchange,random,996090,35.385795,0.030774,N-t75k11xx_150,1541596
N-t75k11xx_150,best,exchange,cw,1242014,19.433237,0.030307,N-t75k11xx_150,1541596
N-t75k11xx_150,best,insert,random,989898,35.787457,0.055257,N-t75k11xx_150,1541596
N-t75k11xx_150,best,insert,cw,1241994,19.434534,0.055273,N-t75k11xx_150,1541596
N-t59d11xx_250,first,transpose,random,2779976,27.626786,2e-05,N-t59d11xx_250,3841167
N-t59d11xx_250,first,transpose,cw,3252079,15.336173,0.004188,N-t59d11xx_250,3841167
N-t59d11xx_250,first,exchange,random,2779976,27.626786,1.5e-05,N-t59d11xx_250,3841167
N-t59d11xx_250,first,exchange,cw,3252001,15.338203,0.004213,N-t59d11xx_250,3841167
N-t59d11xx_250,first,insert,random,2779976,27.626786,1.6e-05,N-t59d11xx_250,3841167
N-t59d11xx_250,first,insert,cw,3252720,15.319485,0.006894,N-t59d11xx_250,3841167
N-t59d11xx_250,best,transpose,random,2781584,27.584924,0.002234,N-t59d11xx_250,3841167
N-t59d11xx_250,best,transpose,cw,3252270,15.3312,0.008389,N-t59d11xx_250,3841167
N-t59d11xx_250,best,exchange,random,2812673,26.775561,0.194434,N-t59d11xx_250,3841167
N-t59d11xx_250,best,exchange,cw,3265194,14.99474,0.204913,N-t59d11xx_250,3841167
N-t59d11xx_250,best,insert,random,2803078,27.025355,0.407079,N-t59d11xx_250,3841167
N-t59d11xx_250,best,insert,cw,3261513,15.09057,0.438894,N-t59d11xx_250,3841167
N-t75d11xx_250,first,transpose,random,17160052,31.406597,2.9e-05,N-t75d11xx_250,25017059
N-t75d11xx_250,first,transpose,cw,20996691,16.070506,0.00424,N-t75d11xx_250,25017059
N-t75d11xx_250,first,exchange,random,17168074,31.374531,3.6e-05,N-t75d11xx_250,25017059
N-t75d11xx_250,first,exchange,cw,20996691,16.070506,0.004303,N-t75d11xx_250,25017059
N-t75d11xx_250,first,insert,random,17165358,31.385388,0.000298,N-t75d11xx_250,25017059
N-t75d11xx_250,first,insert,cw,20996691,16.070506,0.007516,N-t75d11xx_250,25017059
N-t75d11xx_250,best,transpose,random,17179795,31.327679,0.003397,N-t75d11xx_250,25017059
N-t75d11xx_250,best,transpose,cw,20997313,16.06802,0.006778,N-t75d11xx_250,25017059
N-t75d11xx_250,best,exchange,random,17402870,30.435988,0.189696,N-t75d11xx_250,25017059
N-t75d11xx_250,best,exchange,cw,21128415,15.543969,0.214644,N-t75d11xx_250,25017059
N-t75d11xx_250,best,insert,random,17304057,30.83097,0.408607,N-t75d11xx_250,25017059
N-t75d11xx_250,best,insert,cw,21071465,15.771614,0.454391,N-t75d11xx_250,25017059
N-tiw56r54_150,first,transpose,random,565747,40.956823,1.2e-05,N-tiw56r54_150,958192
N-tiw56r54_150,first,transpose,cw,800701,16.436267,0.00092,N-tiw56r54_150,958192
N-tiw56r54_150,first,exchange,random,565933,40.937411,9e-06,N-tiw56r54_150,958192
N-tiw56r54_150,first,exchange,cw,800993,16.405793,0.000935,N-tiw56r54_150,958192
N-tiw56r54_150,first,insert,random,565934,40.937307,1e-05,N-tiw56r54_150,958192
N-tiw56r54_150,first,insert,cw,800712,16.435119,0.00127,N-tiw56r54_150,958192
N-tiw56r54_150,best,transpose,random,569252,40.59103,0.000335,N-tiw56r54_150,958192
N-tiw56r54_150,best,transpose,cw,800865,16.419152,0.001246,N-tiw56r54_150,958192
N-tiw56r54_150,best,exchange,random,589682,38.458889,0.031129,N-tiw56r54_150,958192
N-tiw56r54_150,best,exchange,cw,809291,15.539787,0.029624,N-tiw56r54_150,958192
N-tiw56r54_150,best,insert,random,582829,39.17409,0.056252,N-tiw56r54_150,958192
N-tiw56r54_150,best,insert,cw,807000,15.778884,0.055038,N-tiw56r54_150,958192
N-tiw56n54_250,first,transpose,random,1484857,29.249602,4.2e-05,N-tiw56n54_250,2098726
N-tiw56n54_250,first,transpose,cw,1766248,15.841896,0.004138,N-tiw56n54_250,2098726
N-tiw56n54_250,first,exchange,random,1484717,29.256273,3.9e-05,N-tiw56n54_250,2098726
N-tiw56n54_250,first,exchange,cw,1766248,15.841896,0.004159,N-tiw56n54_250,2098726
N-tiw56n54_250,first,insert,random,1487186,29.13863,0.000747,N-tiw56n54_250,2098726
N-tiw56n54_250,first,insert,cw,1766248,15.841896,0.007323,N-tiw56n54_250,2098726
N-tiw56n54_250,best,transpose,random,1489757,29.016127,0.003523,N-tiw56n54_250,2098726
N-tiw56n54_250,best,transpose,cw,1766248,15.841896,0.00663,N-tiw56n54_250,2098726
N-tiw56n54_250,best,exchange,random,1502603,28.404041,0.190779,N-tiw56n54_250,2098726
N-tiw56n54_250,best,exchange,cw,1779053,15.231764,0.201466,N-tiw56n54_250,2098726
N-tiw56n54_250,best,insert,random,1495455,28.744629,0.408087,N-tiw56n54_250,2098726
N-tiw56n54_250,best,insert,cw,1774051,15.470099,0.438239,N-tiw56n54_250,2098726
N-t75d11xx_150,first,transpose,random,6408568,33.535833,1.5e-05,N-t75d11xx_150,9642140
N-t75d11xx_150,first,transpose,cw,7898835,18.080063,0.00091,N-t75d11xx_150,9642140
N-t75d11xx_150,first,exchange,random,6414355,33.475816,1.6e-05,N-t75d11xx_150,9642140
N-t75d11xx_150,first,exchange,cw,7898835,18.080063,0.000917,N-t75d11xx_150,9642140
N-t75d11xx_150,first,insert,random,6414340,33.475971,1.3e-05,N-t75d11xx_150,9642140
N-t75d11xx_150,first,insert,cw,7898835,18.080063,0.000908,N-t75d11xx_150,9642140
N-t75d11xx_150,best,transpose,random,6425652,33.358653,0.000315,N-t75d11xx_150,9642140
N-t75d11xx_150,best,transpose,cw,7901468,18.052756,0.001237,N-t75d11xx_150,9642140
N-t75d11xx_150,best,exchange,random,6603906,31.509955,0.030906,N-t75d11xx_150,9642140
N-t75d11xx_150,best,exchange,cw,8010755,16.919325,0.02984,N-t75d11xx_150,9642140
N-t75d11xx_150,best,insert,random,6551375,32.054762,0.053379,N-t75d11xx_150,9642140
N-t75d11xx_150,best,insert,cw,7968214,17.360524,0.054931,N-t75d11xx_150,9642140
N-be75np_250,first,transpose,random,12089431,32.135499,4e-05,N-be75np_250,17814072
N-be75np_250,first,transpose,cw,14785472,17.001166,0.004147,N-be75np_250,17814072
N-be75np_250,first,exchange,random,12089431,32.135499,1.5e-05,N-be75np_250,17814072
N-be75np_250,first,exchange,cw,14785585,17.000532,0.004161,N-be75np_250,17814072
N-be75np_250,first,insert,random,12089431,32.135499,1.6e-05,N-be75np_250,17814072
N-be75np_250,first,insert,cw,14785479,17.001127,0.006856,N-be75np_250,17814072
N-be75np_250,best,transpose,random,12091545,32.123632,0.002178,N-be75np_250,17814072
N-be75np_250,best,transpose,cw,14787261,16.991124,0.008424,N-be75np_250,17814072
N-be75np_250,best,exchange,random,12320568,30.838003,0.192802,N-be75np_250,17814072
N-be75np_250,best,exchange,cw,14882193,16.458219,0.201805,N-be75np_250,17814072
N-be75np_250,best,insert,random,12242355,31.277054,0.408152,N-be75np_250,17814072
N-be75np_250,best,insert,cw,14887586,16.427945,0.437542,N-be75np_250,17814072
N-t75n11xx_150,first,transpose,random,1102507,36.749997,1.7e-05,N-t75n11xx_150,1743094
N-t75n11xx_150,first,transpose,cw,1386957,20.431314,0.00095,N-t75n11xx_150,1743094
N-t75n11xx_150,first,exchange,random,1103081,36.717067,1.8e-05,N-t75n11xx_150,1743094
N-t75n11xx_150,first,exchange,cw,1387017,20.427871,0.000922,N-t75n11xx_150,1743094
N-t75n11xx_150,first,insert,random,1102647,36.741966,3.1e-05,N-t75n11xx_150,1743094
N-t75n11xx_150,first,insert,cw,1386936,20.432518,0.000927,N-t75n11xx_150,1743094
N-t75n11xx_150,best,transpose,random,1107084,36.487418,0.000339,N-t75n11xx_150,1743094
N-t75n11xx_150,best,transpose,cw,1387131,20.421331,0.00124,N-t75n11xx_150,1743094
N-t75n11xx_150,best,exchange,random,1147729,34.155645,0.031052,N-t75n11xx_150,1743094
N-t75n11xx_150,best,exchange,cw,1401103,19.619768,0.029931,N-t75n11xx_150,1743094
N-t75n11xx_150,best,insert,random,1130782,35.127882,0.055733,N-t75n11xx_150,1743094
N-t75n11xx_150,best,insert,cw,1401625,19.589821,0.055279,N-t75n11xx_150,1743094
N-t65d11xx_250,first,transpose,random,6486342,30.63994,2.7e-05,N-t65d11xx_250,9351696
N-t65d11xx_250,first,transpose,cw,7930971,15.192164,0.004207,N-t65d11xx_250,9351696
N-t65d11xx_250,first,exchange,random,6486342,30.63994,1.8e-05,N-t65d11xx_250,9351696
N-t65d11xx_250,first,exchange,cw,7930971,15.192164,0.006914,N-t65d11xx_250,9351696
N-t65d11xx_250,first,insert,random,6486342,30.63994,2.9e-05,N-t65d11xx_250,9351696
N-t65d11xx_250,first,insert,cw,7930971,15.192164,0.011029,N-t65d11xx_250,9351696
N-t65d11xx_250,best,transpose,random,6497657,30.518945,0.001734,N-t65d11xx_250,9351696
N-t65d11xx_250,best,transpose,cw,7931913,15.182091,0.006656,N-t65d11xx_250,9351696
N-t65d11xx_250,best,exchange,random,6586142,29.572753,0.188014,N-t65d11xx_250,9351696
N-t65d11xx_250,best,exchange,cw,7984332,14.621562,0.203135,N-t65d11xx_250,9351696
N-t65d11xx_250,best,insert,random,6539011,30.076737,0.408813,N-t65d11xx_250,9351696
N-t65d11xx_250,best,insert,cw,7972167,14.751645,0.4422,N-t65d11xx_250,9351696
N-t65f11xx_150,first,transpose,random,2064443,34.655588,1.7e-05,N-t65f11xx_150,3159326
N-t65f11xx_150,first,transpose,cw,2579693,18.34673,0.000938,N-t65f11xx_150,3159326
N-t65f11xx_150,first,exchange,random,2065976,34.607065,1.4e-05,N-t65f11xx_150,3159326
N-t65f11xx_150,first,exchange,cw,2579693,18.34673,0.000919,N-t65f11xx_150,3159326
N-t65f11xx_150,first,insert,random,2065367,34.626341,1.4e-05,N-t65f11xx_150,3159326
N-t65f11xx_150,first,insert,cw,2579693,18.34673,0.000919,N-t65f11xx_150,3159326
N-t65f11xx_150,best,transpose,random,2076493,34.274177,0.000323,N-t65f11xx_150,3159326
N-t65f11xx_150,best,transpose,cw,2580199,18.330714,0.001257,N-t65f11xx_150,3159326
N-t65f11xx_150,best,exchange,random,2118833,32.934018,0.029899,N-t65f11xx_150,3159326
N-t65f11xx_150,best,exchange,cw,2623673,16.954661,0.030061,N-t65f11xx_150,3159326
N-t65f11xx_150,best,insert,random,2101458,33.483977,0.057727,N-t65f11xx_150,3159326
N-t65f11xx_150,best,insert,cw,2610266,17.379023,0.056002,N-t65f11xx_150,3159326
N-tiw56r58_150,first,transpose,random,721907,40.793081,1.8e-05,N-tiw56r58_150,1219295
N-tiw56r58_150,first,transpose,cw,1003736,17.678987,0.000949,N-tiw56r58_150,1219295
N-tiw56r58_150,first,exchange,random,722101,40.77717,1.1e-05,N-tiw56r58_150,1219295
N-tiw56r58_150,first,exchange,cw,1003736,17.678987,0.000944,N-tiw56r58_150,1219295
N-tiw56r58_150,first,insert,random,722102,40.777088,9e-06,N-tiw56r58_150,1219295
N-tiw56r58_150,first,insert,cw,1003736,17.678987,0.000915,N-tiw56r58_150,1219295
N-tiw56r58_150,best,transpose,random,728214,40.275815,0.00033,N-tiw56r58_150,1219295
N-tiw56r58_150,best,transpose,cw,1003976,17.659303,0.001299,N-tiw56r58_150,1219295
N-tiw56r58_150,best,exchange,random,749519,38.528494,0.027173,N-tiw56r58_150,1219295
N-tiw56r58_150,best,exchange,cw,1015523,16.71228,0.035252,N-tiw56r58_150,1219295
N-tiw56r58_150,best,insert,random,740528,39.265887,0.060566,N-tiw56r58_150,1219295
N-tiw56r58_150,best,insert,cw,1011471,17.044604,0.063361,N-tiw56r58_150,1219295
N-t59f11xx_150,first,transpose,random,994260,35.593785,4.9e-05,N-t59f11xx_150,1543733
N-t59f11xx_150,first,transpose,cw,1249796,19.040663,0.001501,N-t59f11xx_150,1543733
N-t59f11xx_150,first,exchange,random,995983,35.482172,1.7e-05,N-t59f11xx_150,1543733
N-t59f11xx_150,first,exchange,cw,1253802,18.781162,0.001094,N-t59f11xx_150,1543733
N-t59f11xx_150,first,insert,random,995707,35.500051,1.6e-05,N-t59f11xx_150,1543733
N-t59f11xx_150,first,insert,cw,1249827,19.038655,0.001064,N-t59f11xx_150,1543733
N-t59f11xx_150,best,transpose,random,999374,35.26251,0.000373,N-t59f11xx_150,1543733
N-t59f11xx_150,best,transpose,cw,1249990,19.028096,0.001429,N-t59f11xx_150,1543733
N-t59f11xx_150,best,exchange,random,1023039,33.729537,0.029284,N-t59f11xx_150,1543733
N-t59f11xx_150,best,exchange,cw,1270919,17.672357,0.031114,N-t59f11xx_150,1543733
N-t59f11xx_150,best,insert,random,1016047,34.182465,0.060547,N-t59f11xx_150,1543733
N-t59f11xx_150,best,insert,cw,1264670,18.077155,0.063088,N-t59f11xx_150,1543733
N-tiw56r54_250,first,transpose,random,1689533,29.229744,4.7e-05,N-tiw56r54_250,2387349
N-tiw56r54_250,first,transpose,cw,1994962,16.436097,0.004872,N-tiw56r54_250,2387349
N-tiw56r54_250,first,exchange,random,1689379,29.236195,4.1e-05,N-tiw56r54_250,2387349
N-tiw56r54_250,first,exchange,cw,1994962,16.436097,0.004733,N-tiw56r54_250,2387349
N-tiw56r54_250,first,insert,random,1688950,29.254164,0.000784,N-tiw56r54_250,2387349
N-tiw56r54_250,first,insert,cw,1994962,16.436097,0.0048,N-tiw56r54_250,2387349
N-tiw56r54_250,best,transpose,random,1695091,28.996933,0.001712,N-tiw56r54_250,2387349
N-tiw56r54_250,best,transpose,cw,1994998,16.434589,0.007382,N-tiw56r54_250,2387349
N-tiw56r54_250,best,exchange,random,1709001,28.414279,0.207557,N-tiw56r54_250,2387349
N-tiw56r54_250,best,exchange,cw,2006983,15.932568,0.234159,N-tiw56r54_250,2387349
N-tiw56r54_250,best,insert,random,1701688,28.720602,0.416117,N-tiw56r54_250,2387349
N-tiw56r54_250,best,insert,cw,2003052,16.097228,0.431495,N-tiw56r54_250,2387349
N-t70b11xx_250,first,transpose,random,16494464,35.068949,1.8e-05,N-t70b11xx_250,25403045
N-t70b11xx_250,first,transpose,cw,21261615,16.302888,0.00484,N-t70b11xx_250,25403045
N-t70b11xx_250,first,exchange,random,16494464,35.068949,1.5e-05,N-t70b11xx_250,25403045
N-t70b11xx_250,first,exchange,cw,21261628,16.302837,0.00706,N-t70b11xx_250,25403045
N-t70b11xx_250,first,insert,random,16494464,35.068949,3.1e-05,N-t70b11xx_250,25403045
N-t70b11xx_250,first,insert,cw,21261626,16.302845,0.009961,N-t70b11xx_250,25403045
N-t70b11xx_250,best,transpose,random,16532027,34.921081,0.001753,N-t70b11xx_250,25403045
N-t70b11xx_250,best,transpose,cw,21262603,16.298999,0.006607,N-t70b11xx_250,25403045
N-t70b11xx_250,best,exchange,random,16811058,33.822666,0.191605,N-t70b11xx_250,25403045
N-t70b11xx_250,best,exchange,cw,21458633,15.52732,0.201015,N-t70b11xx_250,25403045
N-t70b11xx_250,best,insert,random,16674264,34.36116,0.411219,N-t70b11xx_250,25403045
N-t70b11xx_250,best,insert,cw,21435452,15.618572,0.43902,N-t70b11xx_250,25403045
N-t70d11xx_150,first,transpose,random,4105508,33.505189,1.6e-05,N-t70d11xx_150,6174178
N-t70d11xx_150,first,transpose,cw,5063785,17.984467,0.000956,N-t70d11xx_150,6174178
N-t70d11xx_150,first,exchange,random,4108388,33.458543,1.7e-05,N-t70d11xx_150,6174178
N-t70d11xx_150,first,exchange,cw,5063785,17.984467,0.000923,N-t70d11xx_150,6174178
N-t70d11xx_150,first,insert,random,4108630,33.454623,1.4e-05,N-t70d11xx_150,6174178
N-t70d11xx_150,first,insert,cw,5063785,17.984467,0.000908,N-t70d11xx_150,6174178
N-t70d11xx_150,best,transpose,random,4119823,33.273336,0.000334,N-t70d11xx_150,6174178
N-t70d11xx_150,best,transpose,cw,5065506,17.956593,0.001243,N-t70d11xx_150,6174178
N-t70d11xx_150,best,exchange,random,4224222,31.582439,0.031057,N-t70d11xx_150,6174178
N-t70d11xx_150,best,exchange,cw,5116756,17.126523,0.029506,N-t70d11xx_150,6174178
N-t70d11xx_150,best,insert,random,4184485,32.226039,0.055631,N-t70d11xx_150,6174178
N-t70d11xx_150,best,insert,cw,5106098,17.299145,0.057152,N-t70d11xx_150,6174178
N-tiw56n66_150,first,transpose,random,1249083,40.734877,1.4e-05,N-tiw56n66_150,2107619
N-tiw56n66_150,first,transpose,cw,1737379,17.566742,0.000947,N-tiw56n66_150,2107619
N-tiw56n66_150,first,exchange,random,1249798,40.700952,1e-05,N-tiw56n66_150,2107619
N-tiw56n66_150,first,exchange,cw,1737379,17.566742,0.000999,N-tiw56n66_150,2107619
N-tiw56n66_150,first,insert,random,1249798,40.700952,1e-05,N-tiw56n66_150,2107619
N-tiw56n66_150,first,insert,cw,1737379,17.566742,0.000906,N-tiw56n66_150,2107619
N-tiw56n66_150,best,transpose,random,1258355,40.294949,0.000318,N-tiw56n66_150,2107619
N-tiw56n66_150,best,transpose,cw,1737439,17.563896,0.001242,N-tiw56n66_150,2107619
N-tiw56n66_150,best,exchange,random,1293606,38.622398,0.029433,N-tiw56n66_150,2107619
N-tiw56n66_150,best,exchange,cw,1768961,16.068274,0.030114,N-tiw56n66_150,2107619
N-tiw56n66_150,best,insert,random,1275289,39.491483,0.057979,N-tiw56n66_150,2107619
N-tiw56n66_150,best,insert,cw,1755212,16.720622,0.055779,N-tiw56n66_150,2107619
N-tiw56r72_150,first,transpose,random,1666431,40.985346,1.5e-05,N-tiw56r72_150,2823758
N-tiw56r72_150,first,transpose,cw,2351889,16.710674,0.00095,N-tiw56r72_150,2823758
N-tiw56r72_150,first,exchange,random,1667652,40.942106,9e-06,N-tiw56r72_150,2823758
N-tiw56r72_150,first,exchange,cw,2351987,16.707204,0.000926,N-tiw56r72_150,2823758
N-tiw56r72_150,first,insert,random,1667652,40.942106,1e-05,N-tiw56r72_150,2823758
N-tiw56r72_150,first,insert,cw,2351788,16.714251,0.000926,N-tiw56r72_150,2823758
N-tiw56r72_150,best,transpose,random,1675029,40.680859,0.000323,N-tiw56r72_150,2823758
N-tiw56r72_150,best,transpose,cw,2353295,16.660882,0.001256,N-tiw56r72_150,2823758
N-tiw56r72_150,best,exchange,random,1747319,38.120795,0.031392,N-tiw56r72_150,2823758
N-tiw56r72_150,best,exchange,cw,2379121,15.746286,0.029549,N-tiw56r72_150,2823758
N-tiw56r72_150,best,insert,random,1713909,39.30397,0.053965,N-tiw56r72_150,2823758
N-tiw56r72_150,best,insert,cw,2369857,16.074359,0.056044,N-tiw56r72_150,2823758
N-tiw56n67_250,first,transpose,random,4359390,31.075291,4.8e-05,N-tiw56n67_250,6324858
N-tiw56n67_250,first,transpose,cw,5274687,16.603867,0.004177,N-tiw56n67_250,6324858
N-tiw56n67_250,first,exchange,random,4322957,31.651319,2.8e-05,N-tiw56n67_250,6324858
N-tiw56n67_250,first,exchange,cw,5279977,16.520229,0.004352,N-tiw56n67_250,6324858
N-tiw56n67_250,first,insert,random,4322983,31.650908,2.5e-05,N-tiw56n67_250,6324858
N-tiw56n67_250,first,insert,cw,5274702,16.60363,0.007073,N-tiw56n67_250,6324858
N-tiw56n67_250,best,transpose,random,4359390,31.075291,0.003581,N-tiw56n67_250,6324858
N-tiw56n67_250,best,transpose,cw,5275714,16.587629,0.00694,N-tiw56n67_250,6324858
N-tiw56n67_250,best,exchange,random,4417818,30.151507,0.190449,N-tiw56n67_250,6324858
N-tiw56n67_250,best,exchange,cw,5327846,15.763389,0.201689,N-tiw56n67_250,6324858
N-tiw56n67_250,best,insert,random,4381874,30.719804,0.410228,N-tiw56n67_250,6324858
N-tiw56n67_250,best,insert,cw,5320318,15.882412,0.441103,N-tiw56n67_250,6324858
N-t70d11xn_150,first,transpose,random,3831335,34.227668,1.5e-05,N-t70d11xn_150,5825147
N-t70d11xn_150,first,transpose,cw,4846481,16.800709,0.000909,N-t70d11xn_150,5825147
N-t70d11xn_150,first,exchange,random,3834938,34.165816,1.4e-05,N-t70d11xn_150,5825147
N-t70d11xn_150,first,exchange,cw,4846481,16.800709,0.000913,N-t70d11xn_150,5825147
N-t70d11xn_150,first,insert,random,3834082,34.180511,1.4e-05,N-t70d11xn_150,5825147
N-t70d11xn_150,first,insert,cw,4846481,16.800709,0.000904,N-t70d11xn_150,5825147
N-t70d11xn_150,best,transpose,random,3848780,33.928191,0.000315,N-t70d11xn_150,5825147
N-t70d11xn_150,best,transpose,cw,4847496,16.783285,0.001279,N-t70d11xn_150,5825147
N-t70d11xn_150,best,exchange,random,3927102,32.583641,0.030659,N-t70d11xn_150,5825147
N-t70d11xn_150,best,exchange,cw,4897694,15.921538,0.029722,N-t70d11xn_150,5825147
N-t70d11xn_150,best,insert,random,3897716,33.088109,0.054397,N-t70d11xn_150,5825147
N-t70d11xn_150,best,insert,cw,4891553,16.02696,0.055592,N-t70d11xn_150,5825147
N-tiw56n62_150,first,transpose,random,967017,40.561527,1.3e-05,N-tiw56n62_150,1626921
N-tiw56n62_150,first,transpose,cw,1354440,16.748263,0.000968,N-tiw56n62_150,1626921
N-tiw56n62_150,first,exchange,random,967540,40.52938,1e-05,N-tiw56n62_150,1626921
N-tiw56n62_150,first,exchange,cw,1354440,16.748263,0.000942,N-tiw56n62_150,1626921
N-tiw56n62_150,first,insert,random,967541,40.529319,1e-05,N-tiw56n62_150,1626921
N-tiw56n62_150,first,insert,cw,1354440,16.748263,0.000915,N-tiw56n62_150,1626921
N-tiw56n62_150,best,transpose,random,973433,40.167162,0.000339,N-tiw56n62_150,1626921
N-tiw56n62_150,best,transpose,cw,1354645,16.735662,0.001375,N-tiw56n62_150,1626921
N-tiw56n62_150,best,exchange,random,1001773,38.425222,0.030692,N-tiw56n62_150,1626921
N-tiw56n62_150,best,exchange,cw,1368648,15.874956,0.030035,N-tiw56n62_150,1626921
N-tiw56n62_150,best,insert,random,988927,39.214811,0.053655,N-tiw56n62_150,1626921
N-tiw56n62_150,best,insert,cw,1369018,15.852214,0.05623,N-tiw56n62_150,1626921
N-t65b11xx_150,first,transpose,random,4098718,36.491755,1.6e-05,N-t65b11xx_150,6453836
N-t65b11xx_150,first,transpose,cw,5308301,17.749676,0.000935,N-t65b11xx_150,6453836
N-t65b11xx_150,first,exchange,random,4102263,36.436826,1.4e-05,N-t65b11xx_150,6453836
N-t65b11xx_150,first,exchange,cw,5307980,17.75465,0.000919,N-t65b11xx_150,6453836
N-t65b11xx_150,first,insert,random,4101438,36.449609,1.4e-05,N-t65b11xx_150,6453836
N-t65b11xx_150,first,insert,cw,5321935,17.538422,0.000919,N-t65b11xx_150,6453836
N-t65b11xx_150,best,transpose,random,4129720,36.011389,0.000332,N-t65b11xx_150,6453836
N-t65b11xx_150,best,transpose,cw,5309184,17.735995,0.001269,N-t65b11xx_150,6453836
N-t65b11xx_150,best,exchange,random,4299064,33.387461,0.030781,N-t65b11xx_150,6453836
N-t65b11xx_150,best,exchange,cw,5381876,16.609657,0.029498,N-t65b11xx_150,6453836
N-t65b11xx_150,best,insert,random,4210648,34.757437,0.054349,N-t65b11xx_150,6453836
N-t65b11xx_150,best,insert,cw,5351916,17.073877,0.055217,N-t65b11xx_150,6453836
N-t75e11xx_250,first,transpose,random,70523425,34.012477,2.9e-05,N-t75e11xx_250,106873878
N-t75e11xx_250,first,transpose,cw,88756547,16.952067,0.004147,N-t75e11xx_250,106873878
N-t75e11xx_250,first,exchange,random,70523425,34.012477,1.6e-05,N-t75e11xx_250,106873878
N-t75e11xx_250,first,exchange,cw,88756547,16.952067,0.004183,N-t75e11xx_250,106873878
N-t75e11xx_250,first,insert,random,70523425,34.012477,2.4e-05,N-t75e11xx_250,106873878
N-t75e11xx_250,first,insert,cw,88756547,16.952067,0.007501,N-t75e11xx_250,106873878
N-t75e11xx_250,best,transpose,random,70709753,33.838133,0.00199,N-t75e11xx_250,106873878
N-t75e11xx_250,best,transpose,cw,88787121,16.923459,0.008432,N-t75e11xx_250,106873878
N-t75e11xx_250,best,exchange,random,71863036,32.759026,0.193277,N-t75e11xx_250,106873878
N-t75e11xx_250,best,exchange,cw,89318089,16.426642,0.206196,N-t75e11xx_250,106873878
N-t75e11xx_250,best,insert,random,71287989,33.297088,0.410717,N-t75e11xx_250,106873878
N-t75e11xx_250,best,insert,cw,89193894,16.542849,0.43865,N-t75e11xx_250,106873878
N-tiw56n62_250,first,transpose,random,2947784,28.844667,6e-05,N-tiw56n62_250,4142745
N-tiw56n62_250,first,transpose,cw,3478473,16.034586,0.004249,N-tiw56n62_250,4142745
N-tiw56n62_250,first,exchange,random,2947117,28.860767,2.7e-05,N-tiw56n62_250,4142745
N-tiw56n62_250,first,exchange,cw,3478689,16.029372,0.004347,N-tiw56n62_250,4142745
N-tiw56n62_250,first,insert,random,2947144,28.860116,3e-05,N-tiw56n62_250,4142745
N-tiw56n62_250,first,insert,cw,3478692,16.029299,0.007267,N-tiw56n62_250,4142745
N-tiw56n62_250,best,transpose,random,2953567,28.705074,0.003383,N-tiw56n62_250,4142745
N-tiw56n62_250,best,transpose,cw,3478721,16.028599,0.0066,N-tiw56n62_250,4142745
N-tiw56n62_250,best,exchange,random,2979364,28.082371,0.194232,N-tiw56n62_250,4142745
N-tiw56n62_250,best,exchange,cw,3497523,15.574746,0.200268,N-tiw56n62_250,4142745
N-tiw56n62_250,best,insert,random,2968208,28.351661,0.408157,N-tiw56n62_250,4142745
N-tiw56n62_250,best,insert,cw,3493403,15.674197,0.434606,N-tiw56n62_250,4142745
N-t70b11xx_150,first,transpose,random,6134306,36.413803,1.7e-05,N-t70b11xx_150,9647229
N-t70b11xx_150,first,transpose,cw,7864770,18.476383,0.000982,N-t70b11xx_150,9647229
N-t70b11xx_150,first,exchange,random,6141218,36.342156,1.4e-05,N-t70b11xx_150,9647229
N-t70b11xx_150,first,exchange,cw,7864733,18.476767,0.000925,N-t70b11xx_150,9647229
N-t70b11xx_150,first,insert,random,6140023,36.354543,1.4e-05,N-t70b11xx_150,9647229
N-t70b11xx_150,first,insert,cw,7864376,18.480467,0.000913,N-t70b11xx_150,9647229
N-t70b11xx_150,best,transpose,random,6167330,36.071487,0.000322,N-t70b11xx_150,9647229
N-t70b11xx_150,best,transpose,cw,7866066,18.462949,0.001254,N-t70b11xx_150,9647229
N-t70b11xx_150,best,exchange,random,6333444,34.349604,0.03088,N-t70b11xx_150,9647229
N-t70b11xx_150,best,exchange,cw,7991764,17.160005,0.029633,N-t70b11xx_150,9647229
N-t70b11xx_150,best,insert,random,6253571,35.177542,0.054292,N-t70b11xx_150,9647229
N-t70b11xx_150,best,insert,cw,7955555,17.535336,0.054991,N-t70b11xx_150,9647229
N-t70n11xx_150,first,transpose,random,593947,37.407644,1.6e-05,N-t70n11xx_150,948913
N-t70n11xx_150,first,transpose,cw,752973,20.64889,0.000955,N-t70n11xx_150,948913
N-t70n11xx_150,first,exchange,random,593933,37.40912,1.4e-05,N-t70n11xx_150,948913
N-t70n11xx_150,first,exchange,cw,753014,20.644569,0.000916,N-t70n11xx_150,948913
