instance,pivoting_rule,neighborhood,initial_solution,cost,delta_percent,time_seconds,instance_clean,best_known
N-t70n11xx_150,first,insert,random,593975,37.404694,2.8e-05,N-t70n11xx_150,948913
N-t70n11xx_150,first,insert,cw,752946,20.651735,0.000913,N-t70n11xx_150,948913
N-t70n11xx_150,best,transpose,random,596768,37.110357,0.000341,N-t70n11xx_150,948913
N-t70n11xx_150,best,transpose,cw,753096,20.635928,0.001241,N-t70n11xx_150,948913
N-t70n11xx_150,best,exchange,random,611530,35.554682,0.031244,N-t70n11xx_150,948913
N-t70n11xx_150,best,exchange,cw,762003,19.697275,0.029936,N-t70n11xx_150,948913
N-t70n11xx_150,best,insert,random,607553,35.973793,0.053778,N-t70n11xx_150,948913
N-t70n11xx_150,best,insert,cw,759173,19.995511,0.055959,N-t70n11xx_150,948913
N-be75tot_150,first,transpose,random,7469131,39.214607,1.1e-05,N-be75tot_150,12287707
N-be75tot_150,first,transpose,cw,9901980,19.415559,0.000922,N-be75tot_150,12287707
N-be75tot_150,first,exchange,random,7469920,39.208186,1.2e-05,N-be75tot_150,12287707
N-be75tot_150,first,exchange,cw,9903102,19.406428,0.000908,N-be75tot_150,12287707
N-be75tot_150,first,insert,random,7477897,39.143267,1.8e-05,N-be75tot_150,12287707
N-be75tot_150,first,insert,cw,9902475,19.411531,0.000907,N-be75tot_150,12287707
N-be75tot_150,best,transpose,random,7472492,39.187254,0.000342,N-be75tot_150,12287707
N-be75tot_150,best,transpose,cw,9902839,19.408568,0.001247,N-be75tot_150,12287707
N-be75tot_150,best,exchange,random,7762770,36.82491,0.030684,N-be75tot_150,12287707
N-be75tot_150,best,exchange,cw,10067965,18.064737,0.029941,N-be75tot_150,12287707
N-be75tot_150,best,insert,random,7648741,37.752902,0.054119,N-be75tot_150,12287707
N-be75tot_150,best,insert,cw,10009070,18.544038,0.056386,N-be75tot_150,12287707
N-tiw56r72_250,first,transpose,random,5217956,29.975164,3.9e-05,N-tiw56r72_250,7451579
N-tiw56r72_250,first,transpose,cw,6263348,15.94603,0.004179,N-tiw56r72_250,7451579
N-tiw56r72_250,first,exchange,random,5193062,30.30924,2.8e-05,N-tiw56r72_250,7451579
N-tiw56r72_250,first,exchange,cw,6263348,15.94603,0.004271,N-tiw56r72_250,7451579
N-tiw56r72_250,first,insert,random,5193101,30.308717,3.4e-05,N-tiw56r72_250,7451579
N-tiw56r72_250,first,insert,cw,6263348,15.94603,0.007459,N-tiw56r72_250,7451579
N-tiw56r72_250,best,transpose,random,5217956,29.975164,0.003446,N-tiw56r72_250,7451579
N-tiw56r72_250,best,transpose,cw,6263785,15.940165,0.006623,N-tiw56r72_250,7451579
N-tiw56r72_250,best,exchange,random,5278895,29.157364,0.188536,N-tiw56r72_250,7451579
N-tiw56r72_250,best,exchange,cw,6309211,15.330549,0.20123,N-tiw56r72_250,7451579
N-tiw56r72_250,best,insert,random,5246720,29.589152,0.413122,N-tiw56r72_250,7451579
N-tiw56r72_250,best,insert,cw,6296446,15.501855,0.440646,N-tiw56r72_250,7451579
N-be75oi_150,first,transpose,random,1171939,47.833463,1.4e-05,N-be75oi_150,2246534
N-be75oi_150,first,transpose,cw,1932597,13.974282,0.000924,N-be75oi_150,2246534
N-be75oi_150,first,exchange,random,1173729,47.753784,3.2e-05,N-be75oi_150,2246534
N-be75oi_150,first,exchange,cw,1932597,13.974282,0.000904,N-be75oi_150,2246534
N-be75oi_150,first,insert,random,1173355,47.770432,0.000579,N-be75oi_150,2246534
N-be75oi_150,first,insert,cw,1932597,13.974282,0.000909,N-be75oi_150,2246534
N-be75oi_150,best,transpose,random,1174051,47.739451,0.000347,N-be75oi_150,2246534
N-be75oi_150,best,transpose,cw,1933424,13.93747,0.001255,N-be75oi_150,2246534
N-be75oi_150,best,exchange,random,1359099,39.502407,0.030654,N-be75oi_150,2246534
N-be75oi_150,best,exchange,cw,1959275,12.786764,0.02973,N-be75oi_150,2246534
N-be75oi_150,best,insert,random,1301431,42.069383,0.054191,N-be75oi_150,2246534
N-be75oi_150,best,insert,cw,1952686,13.08006,0.055268,N-be75oi_150,2246534
N-tiw56r66_250,first,transpose,random,3523360,28.798197,3.6e-05,N-tiw56r66_250,4948414
N-tiw56r66_250,first,transpose,cw,4124804,16.643919,0.004216,N-tiw56r66_250,4948414
N-tiw56r66_250,first,exchange,random,3522143,28.82279,2.2e-05,N-tiw56r66_250,4948414
N-tiw56r66_250,first,exchange,cw,4124804,16.643919,0.004195,N-tiw56r66_250,4948414
N-tiw56r66_250,first,insert,random,3522179,28.822063,2.3e-05,N-tiw56r66_250,4948414
N-tiw56r66_250,first,insert,cw,4124804,16.643919,0.006805,N-tiw56r66_250,4948414
N-tiw56r66_250,best,transpose,random,3529751,28.669044,0.002222,N-tiw56r66_250,4948414
N-tiw56r66_250,best,transpose,cw,4125213,16.635653,0.00849,N-tiw56r66_250,4948414
N-tiw56r66_250,best,exchange,random,3564410,27.968638,0.192127,N-tiw56r66_250,4948414
N-tiw56r66_250,best,exchange,cw,4148773,16.159541,0.211693,N-tiw56r66_250,4948414
N-tiw56r66_250,best,insert,random,3548188,28.29646,0.409804,N-tiw56r66_250,4948414
N-tiw56r66_250,best,insert,cw,4141836,16.299728,0.452197,N-tiw56r66_250,4948414
N-tiw56n54_150,first,transpose,random,497966,40.572949,1.4e-05,N-tiw56n54_150,837945
N-tiw56n54_150,first,transpose,cw,695269,17.026893,0.00094,N-tiw56n54_150,837945
N-tiw56n54_150,first,exchange,random,498126,40.553855,9e-06,N-tiw56n54_150,837945
N-tiw56n54_150,first,exchange,cw,695509,16.998252,0.000955,N-tiw56n54_150,837945
N-tiw56n54_150,first,insert,random,498127,40.553736,1e-05,N-tiw56n54_150,837945
N-tiw56n54_150,first,insert,cw,697157,16.80158,0.00128,N-tiw56n54_150,837945
N-tiw56n54_150,best,transpose,random,500650,40.252642,0.000336,N-tiw56n54_150,837945
N-tiw56n54_150,best,transpose,cw,695331,17.019494,0.001232,N-tiw56n54_150,837945
N-tiw56n54_150,best,exchange,random,517882,38.196182,0.033789,N-tiw56n54_150,837945
N-tiw56n54_150,best,exchange,cw,702852,16.121941,0.029874,N-tiw56n54_150,837945
N-tiw56n54_150,best,insert,random,512268,38.866155,0.053965,N-tiw56n54_150,837945
N-tiw56n54_150,best,insert,cw,701306,16.30644,0.055128,N-tiw56n54_150,837945
N-stabu1_250,first,transpose,random,5116896,33.911101,2.5e-05,N-stabu1_250,7742444
N-stabu1_250,first,transpose,cw,6524542,15.730201,0.004272,N-stabu1_250,7742444
N-stabu1_250,first,exchange,random,5116896,33.911101,1.7e-05,N-stabu1_250,7742444
N-stabu1_250,first,exchange,cw,6524542,15.730201,0.004556,N-stabu1_250,7742444
N-stabu1_250,first,insert,random,5116896,33.911101,2e-05,N-stabu1_250,7742444
N-stabu1_250,first,insert,cw,6524542,15.730201,0.007822,N-stabu1_250,7742444
N-stabu1_250,best,transpose,random,5118192,33.894362,0.002601,N-stabu1_250,7742444
N-stabu1_250,best,transpose,cw,6524747,15.727553,0.006762,N-stabu1_250,7742444
N-stabu1_250,best,exchange,random,5235107,32.384309,0.191954,N-stabu1_250,7742444
N-stabu1_250,best,exchange,cw,6587415,14.918145,0.218352,N-stabu1_250,7742444
N-stabu1_250,best,insert,random,5187968,32.993148,0.409376,N-stabu1_250,7742444
N-stabu1_250,best,insert,cw,6581609,14.993134,0.459159,N-stabu1_250,7742444
N-t65f11xx_250,first,transpose,random,5704273,32.169242,5.5e-05,N-t65f11xx_250,8409567
N-t65f11xx_250,first,transpose,cw,6993768,16.835575,0.004219,N-t65f11xx_250,8409567
N-t65f11xx_250,first,exchange,random,5704550,32.165949,2.3e-05,N-t65f11xx_250,8409567
N-t65f11xx_250,first,exchange,cw,6994408,16.827965,0.006704,N-t65f11xx_250,8409567
N-t65f11xx_250,first,insert,random,5704466,32.166947,3.7e-05,N-t65f11xx_250,8409567
N-t65f11xx_250,first,insert,cw,6993934,16.833602,0.01039,N-t65f11xx_250,8409567
N-t65f11xx_250,best,transpose,random,5719117,31.992729,0.002049,N-t65f11xx_250,8409567
N-t65f11xx_250,best,transpose,cw,6994759,16.823791,0.008394,N-t65f11xx_250,8409567
N-t65f11xx_250,best,exchange,random,5810499,30.906086,0.193279,N-t65f11xx_250,8409567
N-t65f11xx_250,best,exchange,cw,7036118,16.331982,0.205583,N-t65f11xx_250,8409567
N-t65f11xx_250,best,insert,random,5767329,31.41943,0.409441,N-t65f11xx_250,8409567
N-t65f11xx_250,best,insert,cw,7022143,16.498162,0.447416,N-t65f11xx_250,8409567
N-t70n11xx_250,first,transpose,random,1625962,33.481891,2.4e-05,N-t70n11xx_250,2444390
N-t70n11xx_250,first,transpose,cw,2007614,17.868507,0.004246,N-t70n11xx_250,2444390
N-t70n11xx_250,first,exchange,random,1625962,33.481891,2.3e-05,N-t70n11xx_250,2444390
N-t70n11xx_250,first,exchange,cw,2007614,17.868507,0.004187,N-t70n11xx_250,2444390
N-t70n11xx_250,first,insert,random,1625962,33.481891,1.6e-05,N-t70n11xx_250,2444390
N-t70n11xx_250,first,insert,cw,2007614,17.868507,0.00422,N-t70n11xx_250,2444390
N-t70n11xx_250,best,transpose,random,1630174,33.309578,0.001594,N-t70n11xx_250,2444390
N-t70n11xx_250,best,transpose,cw,2007782,17.861634,0.00597,N-t70n11xx_250,2444390
N-t70n11xx_250,best,exchange,random,1657499,32.191712,0.246571,N-t70n11xx_250,2444390
N-t70n11xx_250,best,exchange,cw,2021524,17.299449,0.251442,N-t70n11xx_250,2444390
N-t70n11xx_250,best,insert,random,1643616,32.759666,0.463198,N-t70n11xx_250,2444390
N-t70n11xx_250,best,insert,cw,2018567,17.42042,0.457094,N-t70n11xx_250,2444390
N-t59n11xx_150,first,transpose,random,203878,36.080386,1.6e-05,N-t59n11xx_150,318960
N-t59n11xx_150,first,transpose,cw,253729,20.451154,0.000907,N-t59n11xx_150,318960
N-t59n11xx_150,first,exchange,random,204259,35.960936,1.5e-05,N-t59n11xx_150,318960
N-t59n11xx_150,first,exchange,cw,253721,20.453662,0.0009,N-t59n11xx_150,318960
N-t59n11xx_150,first,insert,random,204225,35.971595,1.5e-05,N-t59n11xx_150,318960
N-t59n11xx_150,first,insert,cw,253778,20.435791,0.00096,N-t59n11xx_150,318960
N-t59n11xx_150,best,transpose,random,204938,35.748056,0.000335,N-t59n11xx_150,318960
N-t59n11xx_150,best,transpose,cw,253756,20.442689,0.001239,N-t59n11xx_150,318960
N-t59n11xx_150,best,exchange,random,210132,34.119639,0.031198,N-t59n11xx_150,318960
N-t59n11xx_150,best,exchange,cw,257380,19.306496,0.029854,N-t59n11xx_150,318960
N-t59n11xx_150,best,insert,random,208305,34.692438,0.054854,N-t59n11xx_150,318960
N-t59n11xx_150,best,insert,cw,256469,19.592112,0.05515,N-t59n11xx_150,318960
N-t70d11xx_250,first,transpose,random,11020832,31.29403,3.2e-05,N-t70d11xx_250,16040574
N-t70d11xx_250,first,transpose,cw,13433276,16.254393,0.004153,N-t70d11xx_250,16040574
N-t70d11xx_250,first,exchange,random,11020429,31.296542,3.7e-05,N-t70d11xx_250,16040574
N-t70d11xx_250,first,exchange,cw,13433055,16.255771,0.004441,N-t70d11xx_250,16040574
N-t70d11xx_250,first,insert,random,11020605,31.295445,5.2e-05,N-t70d11xx_250,16040574
N-t70d11xx_250,first,insert,cw,13433933,16.250298,0.011295,N-t70d11xx_250,16040574
N-t70d11xx_250,best,transpose,random,11035219,31.204338,0.001774,N-t70d11xx_250,16040574
N-t70d11xx_250,best,transpose,cw,13434169,16.248826,0.006655,N-t70d11xx_250,16040574
N-t70d11xx_250,best,exchange,random,11187928,30.252321,0.187209,N-t70d11xx_250,16040574
N-t70d11xx_250,best,exchange,cw,13524335,15.686714,0.204498,N-t70d11xx_250,16040574
N-t70d11xx_250,best,insert,random,11122711,30.658897,0.452146,N-t70d11xx_250,16040574
N-t70d11xx_250,best,insert,cw,13497497,15.854027,0.458843,N-t70d11xx_250,16040574
N-t74d11xx_250,first,transpose,random,16799164,31.236217,4.7e-05,N-t74d11xx_250,24430250
N-t74d11xx_250,first,transpose,cw,20244067,17.135244,0.004177,N-t74d11xx_250,24430250
N-t74d11xx_250,first,exchange,random,16798578,31.238616,2.3e-05,N-t74d11xx_250,24430250
N-t74d11xx_250,first,exchange,cw,20244067,17.135244,0.004639,N-t74d11xx_250,24430250
N-t74d11xx_250,first,insert,random,16798737,31.237965,6.4e-05,N-t74d11xx_250,24430250
N-t74d11xx_250,first,insert,cw,20244067,17.135244,0.007488,N-t74d11xx_250,24430250
N-t74d11xx_250,best,transpose,random,16819820,31.151666,0.003314,N-t74d11xx_250,24430250
N-t74d11xx_250,best,transpose,cw,20245291,17.130234,0.006668,N-t74d11xx_250,24430250
N-t74d11xx_250,best,exchange,random,17042990,30.238168,0.191826,N-t74d11xx_250,24430250
N-t74d11xx_250,best,exchange,cw,20413548,16.44151,0.204303,N-t74d11xx_250,24430250
N-t74d11xx_250,best,insert,random,16946757,30.632077,0.408471,N-t74d11xx_250,24430250
N-t74d11xx_250,best,insert,cw,20357068,16.672699,0.470189,N-t74d11xx_250,24430250
N-t69r11xx_150,first,transpose,random,7370420,37.833614,2.6e-05,N-t69r11xx_150,11855957
N-t69r11xx_150,first,transpose,cw,9407505,20.651661,0.001094,N-t69r11xx_150,11855957
N-t69r11xx_150,first,exchange,random,7370668,37.831522,1.1e-05,N-t69r11xx_150,11855957
N-t69r11xx_150,first,exchange,cw,9414598,20.591834,0.001056,N-t69r11xx_150,11855957
N-t69r11xx_150,first,insert,random,7370668,37.831522,1e-05,N-t69r11xx_150,11855957
N-t69r11xx_150,first,insert,cw,9413338,20.602462,0.00105,N-t69r11xx_150,11855957
N-t69r11xx_150,best,transpose,random,7409605,37.503105,0.000385,N-t69r11xx_150,11855957
N-t69r11xx_150,best,transpose,cw,9411867,20.614869,0.001431,N-t69r11xx_150,11855957
N-t69r11xx_150,best,exchange,random,7727208,34.824258,0.029257,N-t69r11xx_150,11855957
N-t69r11xx_150,best,exchange,cw,9552475,19.4289,0.030134,N-t69r11xx_150,11855957
N-t69r11xx_150,best,insert,random,7624473,35.690784,0.060255,N-t69r11xx_150,11855957
N-t69r11xx_150,best,insert,cw,9496917,19.897508,0.063077,N-t69r11xx_150,11855957
N-t70f11xx_150,first,transpose,random,3360721,34.744511,1.6e-05,N-t70f11xx_150,5150097
N-t70f11xx_150,first,transpose,cw,4190124,18.639901,0.00105,N-t70f11xx_150,5150097
N-t70f11xx_150,first,exchange,random,3362431,34.711307,1.7e-05,N-t70f11xx_150,5150097
N-t70f11xx_150,first,exchange,cw,4190124,18.639901,0.001049,N-t70f11xx_150,5150097
N-t70f11xx_150,first,insert,random,3362661,34.706841,1.5e-05,N-t70f11xx_150,5150097
N-t70f11xx_150,first,insert,cw,4190124,18.639901,0.001045,N-t70f11xx_150,5150097
N-t70f11xx_150,best,transpose,random,3377198,34.424575,0.000368,N-t70f11xx_150,5150097
N-t70f11xx_150,best,transpose,cw,4190124,18.639901,0.001426,N-t70f11xx_150,5150097
N-t70f11xx_150,best,exchange,random,3449308,33.024407,0.029153,N-t70f11xx_150,5150097
N-t70f11xx_150,best,exchange,cw,4242957,17.614037,0.029974,N-t70f11xx_150,5150097
N-t70f11xx_150,best,insert,random,3426846,33.460554,0.053469,N-t70f11xx_150,5150097
N-t70f11xx_150,best,insert,cw,4225099,17.960788,0.055259,N-t70f11xx_150,5150097
N-t74d11xx_150,first,transpose,random,6259135,33.385423,1.4e-05,N-t74d11xx_150,9396044
N-t74d11xx_150,first,transpose,cw,7757012,17.443852,0.000941,N-t74d11xx_150,9396044
N-t74d11xx_150,first,exchange,random,6264574,33.327537,1.6e-05,N-t74d11xx_150,9396044
N-t74d11xx_150,first,exchange,cw,7757012,17.443852,0.000914,N-t74d11xx_150,9396044
N-t74d11xx_150,first,insert,random,6264176,33.331772,1.3e-05,N-t74d11xx_150,9396044
N-t74d11xx_150,first,insert,cw,7757012,17.443852,0.000905,N-t74d11xx_150,9396044
N-t74d11xx_150,best,transpose,random,6274684,33.219938,0.00032,N-t74d11xx_150,9396044
N-t74d11xx_150,best,transpose,cw,7772219,17.282007,0.00125,N-t74d11xx_150,9396044
N-t74d11xx_150,best,exchange,random,6445609,31.400821,0.030482,N-t74d11xx_150,9396044
N-t74d11xx_150,best,exchange,cw,7856670,16.383214,0.029803,N-t74d11xx_150,9396044
N-t74d11xx_150,best,insert,random,6398521,31.901969,0.054,N-t74d11xx_150,9396044
N-t74d11xx_150,best,insert,cw,7823456,16.736703,0.05539,N-t74d11xx_150,9396044
N-t59n11xx_250,first,transpose,random,557102,32.522214,2.8e-05,N-t59n11xx_250,825608
N-t59n11xx_250,first,transpose,cw,679309,17.720153,0.004189,N-t59n11xx_250,825608
N-t59n11xx_250,first,exchange,random,557130,32.518822,2.2e-05,N-t59n11xx_250,825608
N-t59n11xx_250,first,exchange,cw,679302,17.721001,0.004159,N-t59n11xx_250,825608
N-t59n11xx_250,first,insert,random,557116,32.520518,2.2e-05,N-t59n11xx_250,825608
N-t59n11xx_250,first,insert,cw,679309,17.720153,0.01087,N-t59n11xx_250,825608
N-t59n11xx_250,best,transpose,random,558542,32.347797,0.001992,N-t59n11xx_250,825608
N-t59n11xx_250,best,transpose,cw,679375,17.712159,0.006665,N-t59n11xx_250,825608
N-t59n11xx_250,best,exchange,random,566360,31.400859,0.191804,N-t59n11xx_250,825608
N-t59n11xx_250,best,exchange,cw,683426,17.22149,0.232858,N-t59n11xx_250,825608
N-t59n11xx_250,best,insert,random,563003,31.807468,0.441523,N-t59n11xx_250,825608
N-t59n11xx_250,best,insert,cw,681732,17.426672,0.437499,N-t59n11xx_250,825608
N-be75eec_150,first,transpose,random,2062850,40.770833,1.1e-05,N-be75eec_150,3482828
N-be75eec_150,first,transpose,cw,2782854,20.097863,0.000936,N-be75eec_150,3482828
N-be75eec_150,first,exchange,random,2062875,40.770116,1.5e-05,N-be75eec_150,3482828
N-be75eec_150,first,exchange,cw,2782854,20.097863,0.000914,N-be75eec_150,3482828
N-be75eec_150,first,insert,random,2064483,40.723946,2.1e-05,N-be75eec_150,3482828
N-be75eec_150,first,insert,cw,2783450,20.08075,0.000916,N-be75eec_150,3482828
N-be75eec_150,best,transpose,random,2064747,40.716366,0.000342,N-be75eec_150,3482828
N-be75eec_150,best,transpose,cw,2783129,20.089967,0.001234,N-be75eec_150,3482828
N-be75eec_150,best,exchange,random,2191885,37.065942,0.03081,N-be75eec_150,3482828
N-be75eec_150,best,exchange,cw,2864128,17.7643,0.02962,N-be75eec_150,3482828
N-be75eec_150,best,insert,random,2137807,38.618646,0.053835,N-be75eec_150,3482828
N-be75eec_150,best,insert,cw,2850131,18.166186,0.055519,N-be75eec_150,3482828
N-be75np_150,first,transpose,random,4374361,39.02756,1.1e-05,N-be75np_150,7174325
N-be75np_150,first,transpose,cw,6058919,15.547191,0.000935,N-be75np_150,7174325
N-be75np_150,first,exchange,random,4375270,39.01489,1.2e-05,N-be75np_150,7174325
N-be75np_150,first,exchange,cw,6059293,15.541978,0.00098,N-be75np_150,7174325
N-be75np_150,first,insert,random,4383908,38.894488,1.8e-05,N-be75np_150,7174325
N-be75np_150,first,insert,cw,6059289,15.542034,0.000918,N-be75np_150,7174325
N-be75np_150,best,transpose,random,4377349,38.985912,0.000316,N-be75np_150,7174325
N-be75np_150,best,transpose,cw,6060845,15.520345,0.001239,N-be75np_150,7174325
N-be75np_150,best,exchange,random,4582841,36.121642,0.03117,N-be75np_150,7174325
N-be75np_150,best,exchange,cw,6102394,14.94121,0.029917,N-be75np_150,7174325
N-be75np_150,best,insert,random,4512729,37.098905,0.056022,N-be75np_150,7174325
N-be75np_150,best,insert,cw,6117806,14.726389,0.055987,N-be75np_150,7174325
N-t65n11xx_250,first,transpose,random,955123,33.178369,1.7e-05,N-t65n11xx_250,1429362
N-t65n11xx_250,first,transpose,cw,1184978,17.097418,0.004289,N-t65n11xx_250,1429362
N-t65n11xx_250,first,exchange,random,955123,33.178369,2e-05,N-t65n11xx_250,1429362
N-t65n11xx_250,first,exchange,cw,1184975,17.097628,0.006312,N-t65n11xx_250,1429362
N-t65n11xx_250,first,insert,random,955123,33.178369,2.1e-05,N-t65n11xx_250,1429362
N-t65n11xx_250,first,insert,cw,1185205,17.081537,0.011441,N-t65n11xx_250,1429362
N-t65n11xx_250,best,transpose,random,957446,33.015849,0.001728,N-t65n11xx_250,1429362
N-t65n11xx_250,best,transpose,cw,1185036,17.093361,0.006584,N-t65n11xx_250,1429362
N-t65n11xx_250,best,exchange,random,971853,32.007917,0.206323,N-t65n11xx_250,1429362
N-t65n11xx_250,best,exchange,cw,1191653,16.630427,0.236935,N-t65n11xx_250,1429362
N-t65n11xx_250,best,insert,random,965616,32.444265,0.433138,N-t65n11xx_250,1429362
N-t65n11xx_250,best,insert,cw,1190029,16.744044,0.440033,N-t65n11xx_250,1429362
N-t70l11xx_250,first,transpose,random,682260,38.707857,3.4e-05,N-t70l11xx_250,1113128
N-t70l11xx_250,first,transpose,cw,899355,19.20471,0.004191,N-t70l11xx_250,1113128
N-t70l11xx_250,first,exchange,random,683173,38.625836,0.000151,N-t70l11xx_250,1113128
N-t70l11xx_250,first,exchange,cw,899327,19.207225,0.004161,N-t70l11xx_250,1113128
N-t70l11xx_250,first,insert,random,682727,38.665904,0.000335,N-t70l11xx_250,1113128
N-t70l11xx_250,first,insert,cw,899298,19.20983,0.010865,N-t70l11xx_250,1113128
N-t70l11xx_250,best,transpose,random,683120,38.630598,0.001808,N-t70l11xx_250,1113128
N-t70l11xx_250,best,transpose,cw,899401,19.200577,0.006624,N-t70l11xx_250,1113128
N-t70l11xx_250,best,exchange,random,699402,37.167873,0.19077,N-t70l11xx_250,1113128
N-t70l11xx_250,best,exchange,cw,910617,18.192966,0.205524,N-t70l11xx_250,1113128
N-t70l11xx_250,best,insert,random,693288,37.717136,0.462807,N-t70l11xx_250,1113128
N-t70l11xx_250,best,insert,cw,906546,18.558692,0.494276,N-t70l11xx_250,1113128
N-t65l11xx_150,first,transpose,random,154047,39.207012,2.1e-05,N-t65l11xx_150,253396
N-t65l11xx_150,first,transpose,cw,216621,14.512857,0.001039,N-t65l11xx_150,253396
N-t65l11xx_150,first,exchange,random,154053,39.204644,1.5e-05,N-t65l11xx_150,253396
N-t65l11xx_150,first,exchange,cw,216601,14.52075,0.001032,N-t65l11xx_150,253396
N-t65l11xx_150,first,insert,random,154064,39.200303,0.000331,N-t65l11xx_150,253396
N-t65l11xx_150,first,insert,cw,216596,14.522723,0.000924,N-t65l11xx_150,253396
N-t65l11xx_150,best,transpose,random,154127,39.175441,0.000325,N-t65l11xx_150,253396
N-t65l11xx_150,best,transpose,cw,216621,14.512857,0.001259,N-t65l11xx_150,253396
N-t65l11xx_150,best,exchange,random,167630,33.846627,0.031047,N-t65l11xx_150,253396
N-t65l11xx_150,best,exchange,cw,218722,13.68372,0.029449,N-t65l11xx_150,253396
N-t65l11xx_150,best,insert,random,163135,35.620531,0.05372,N-t65l11xx_150,253396
N-t65l11xx_150,best,insert,cw,218318,13.843155,0.056442,N-t65l11xx_150,253396
N-t59b11xx_150,first,transpose,random,2053640,36.607245,1.8e-05,N-t59b11xx_150,3239550
N-t59b11xx_150,first,transpose,cw,2579520,20.374126,0.000985,N-t59b11xx_150,3239550
N-t59b11xx_150,first,exchange,random,2061280,36.37141,1.9e-05,N-t59b11xx_150,3239550
N-t59b11xx_150,first,exchange,cw,2579640,20.370422,0.000936,N-t59b11xx_150,3239550
N-t59b11xx_150,first,insert,random,2060300,36.401661,1.5e-05,N-t59b11xx_150,3239550
N-t59b11xx_150,first,insert,cw,2579690,20.368878,0.000951,N-t59b11xx_150,3239550
N-t59b11xx_150,best,transpose,random,2066920,36.197311,0.000337,N-t59b11xx_150,3239550
N-t59b11xx_150,best,transpose,cw,2579830,20.364557,0.001275,N-t59b11xx_150,3239550
N-t59b11xx_150,best,exchange,random,2110160,34.862558,0.030933,N-t59b11xx_150,3239550
N-t59b11xx_150,best,exchange,cw,2616110,19.244648,0.029663,N-t59b11xx_150,3239550
N-t59b11xx_150,best,insert,random,2094985,35.330987,0.055757,N-t59b11xx_150,3239550
N-t59b11xx_150,best,insert,cw,2602025,19.679431,0.055736,N-t59b11xx_150,3239550
N-t69r11xx_250,first,transpose,random,20195789,36.523022,4.2e-05,N-t69r11xx_250,31815927
N-t69r11xx_250,first,transpose,cw,26046310,18.134367,0.004309,N-t69r11xx_250,31815927
N-t69r11xx_250,first,exchange,random,20195789,36.523022,1.7e-05,N-t69r11xx_250,31815927
N-t69r11xx_250,first,exchange,cw,26083023,18.018975,0.004518,N-t69r11xx_250,31815927
N-t69r11xx_250,first,insert,random,20195789,36.523022,2.1e-05,N-t69r11xx_250,31815927
N-t69r11xx_250,first,insert,cw,26066662,18.070399,0.008592,N-t69r11xx_250,31815927
N-t69r11xx_250,best,transpose,random,20311079,36.160656,0.002566,N-t69r11xx_250,31815927
N-t69r11xx_250,best,transpose,cw,26048292,18.128138,0.006928,N-t69r11xx_250,31815927
N-t69r11xx_250,best,exchange,random,20724529,34.86115,0.200973,N-t69r11xx_250,31815927
N-t69r11xx_250,best,exchange,cw,26214061,17.607112,0.226078,N-t69r11xx_250,31815927
N-t69r11xx_250,best,insert,random,20515924,35.516812,0.44493,N-t69r11xx_250,31815927
N-t69r11xx_250,best,insert,cw,26229246,17.559385,0.463458,N-t69r11xx_250,31815927
N-t59d11xx_150,first,transpose,random,956644,34.597254,1.9e-05,N-t59d11xx_150,1462697
N-t59d11xx_150,first,transpose,cw,1168746,20.096507,0.000948,N-t59d11xx_150,1462697
N-t59d11xx_150,first,exchange,random,960566,34.329119,1.5e-05,N-t59d11xx_150,1462697
N-t59d11xx_150,first,exchange,cw,1168977,20.080714,0.000946,N-t59d11xx_150,1462697
N-t59d11xx_150,first,insert,random,959139,34.426679,1.5e-05,N-t59d11xx_150,1462697
N-t59d11xx_150,first,insert,cw,1168922,20.084474,0.000928,N-t59d11xx_150,1462697
N-t59d11xx_150,best,transpose,random,959256,34.41868,0.000337,N-t59d11xx_150,1462697
N-t59d11xx_150,best,transpose,cw,1168833,20.090559,0.001251,N-t59d11xx_150,1462697
N-t59d11xx_150,best,exchange,random,984867,32.667736,0.031417,N-t59d11xx_150,1462697
N-t59d11xx_150,best,exchange,cw,1191903,18.513335,0.029718,N-t59d11xx_150,1462697
N-t59d11xx_150,best,insert,random,975215,33.327613,0.056133,N-t59d11xx_150,1462697
N-t59d11xx_150,best,insert,cw,1185697,18.93762,0.056652,N-t59d11xx_150,1462697
N-t75e11xx_150,first,transpose,random,26191607,36.994262,1.5e-05,N-t75e11xx_150,41570193
N-t75e11xx_150,first,transpose,cw,33273743,19.957689,0.000943,N-t75e11xx_150,41570193
N-t75e11xx_150,first,exchange,random,26191204,36.995231,9e-06,N-t75e11xx_150,41570193
N-t75e11xx_150,first,exchange,cw,33273743,19.957689,0.00094,N-t75e11xx_150,41570193
N-t75e11xx_150,first,insert,random,26191381,36.994805,9e-06,N-t75e11xx_150,41570193
N-t75e11xx_150,first,insert,cw,33273743,19.957689,0.000916,N-t75e11xx_150,41570193
N-t75e11xx_150,best,transpose,random,26301962,36.728795,0.000316,N-t75e11xx_150,41570193
N-t75e11xx_150,best,transpose,cw,33327293,19.828871,0.001235,N-t75e11xx_150,41570193
N-t75e11xx_150,best,exchange,random,27316059,34.289314,0.030806,N-t75e11xx_150,41570193
N-t75e11xx_150,best,exchange,cw,33585920,19.206726,0.029857,N-t75e11xx_150,41570193
N-t75e11xx_150,best,insert,random,26877423,35.344483,0.053663,N-t75e11xx_150,41570193
