instance,pivoting_rule,neighborhood,initial_solution,best_known,cost,delta_percent,time_seconds
N-t75n11xx_150,best,transpose,random,1743094,1141024,34.540306,0.000017
N-t75n11xx_150,best,transpose,cw,1743094,1391401,20.176365,0.001064
N-t75n11xx_150,best,exchange,random,1743094,1670713,4.152444,0.071879
N-t75n11xx_150,best,exchange,cw,1743094,1677537,3.760956,0.076372
N-t75n11xx_150,best,insert,random,1743094,1711587,1.807533,0.104867
N-t75n11xx_150,best,insert,cw,1743094,1696529,2.671399,0.108913
N-t65d11xx_250,first,transpose,random,9351696,6412865,31.425647,0.000031
N-t65d11xx_250,first,transpose,cw,9351696,7951098,14.976941,0.004776
N-t65d11xx_250,first,exchange,random,9351696,9058671,3.133389,5.286958
N-t65d11xx_250,first,exchange,cw,9351696,9040866,3.323782,3.672344
N-t65d11xx_250,first,insert,random,9351696,9161360,2.035310,4.724750
N-t65d11xx_250,first,insert,cw,9351696,9146112,2.198361,2.932519
N-t65d11xx_250,best,transpose,random,9351696,6076081,35.026962,0.000066
N-t65d11xx_250,best,transpose,cw,9351696,7946678,15.024205,0.004826
N-t65d11xx_250,best,exchange,random,9351696,8998560,3.776171,0.837050
N-t65d11xx_250,best,exchange,cw,9351696,9025739,3.485539,0.840637
N-t65d11xx_250,best,insert,random,9351696,9162005,2.028413,0.891717
N-t65d11xx_250,best,insert,cw,9351696,9143509,2.226195,0.869198
N-t65f11xx_150,first,transpose,random,3159326,2063551,34.683822,0.000014
N-t65f11xx_150,first,transpose,cw,3159326,2591648,17.968326,0.001060
N-t65f11xx_150,first,exchange,random,3159326,3074428,2.687219,0.435691
N-t65f11xx_150,first,exchange,cw,3159326,3053972,3.334699,0.304921
N-t65f11xx_150,first,insert,random,3159326,3103898,1.754425,0.349560
N-t65f11xx_150,first,insert,cw,3159326,3091448,2.148496,0.226863
N-t65f11xx_150,best,transpose,random,3159326,2122758,32.809783,0.000016
N-t65f11xx_150,best,transpose,cw,3159326,2592771,17.932781,0.000936
N-t65f11xx_150,best,exchange,random,3159326,3045369,3.607004,0.071093
N-t65f11xx_150,best,exchange,cw,3159326,3050161,3.455326,0.064001
N-t65f11xx_150,best,insert,random,3159326,3090480,2.179136,0.111428
N-t65f11xx_150,best,insert,cw,3159326,3085856,2.325496,0.073449
N-tiw56r58_150,first,transpose,random,1219295,821748,32.604661,0.000014
N-tiw56r58_150,first,transpose,cw,1219295,1008879,17.257186,0.000920
N-tiw56r58_150,first,exchange,random,1219295,1183627,2.925297,0.356204
N-tiw56r58_150,first,exchange,cw,1219295,1191130,2.309941,0.278312
N-tiw56r58_150,first,insert,random,1219295,1190313,2.376947,0.412221
N-tiw56r58_150,first,insert,cw,1219295,1193581,2.108924,0.230901
N-tiw56r58_150,best,transpose,random,1219295,807551,33.769022,0.000016
N-tiw56r58_150,best,transpose,cw,1219295,1008396,17.296799,0.000949
N-tiw56r58_150,best,exchange,random,1219295,1180804,3.156824,0.081437
N-tiw56r58_150,best,exchange,cw,1219295,1174171,3.700827,0.059769
N-tiw56r58_150,best,insert,random,1219295,1186981,2.650220,0.093768
N-tiw56r58_150,best,insert,cw,1219295,1191670,2.265654,0.084090
N-t59f11xx_150,first,transpose,random,1543733,1008098,34.697386,0.000015
N-t59f11xx_150,first,transpose,cw,1543733,1252527,18.863754,0.001402
N-t59f11xx_150,first,exchange,random,1543733,1492884,3.293899,0.329814
N-t59f11xx_150,first,exchange,cw,1543733,1500765,2.783383,0.205789
N-t59f11xx_150,first,insert,random,1543733,1520946,1.476097,0.301886
N-t59f11xx_150,first,insert,cw,1543733,1504730,2.526538,0.162917
N-t59f11xx_150,best,transpose,random,1543733,1019286,33.972649,0.000012
N-t59f11xx_150,best,transpose,cw,1543733,1252486,18.866410,0.000941
N-t59f11xx_150,best,exchange,random,1543733,1480762,4.079138,0.064715
N-t59f11xx_150,best,exchange,cw,1543733,1496990,3.027920,0.070700
N-t59f11xx_150,best,insert,random,1543733,1504785,2.522975,0.080482
N-t59f11xx_150,best,insert,cw,1543733,1503917,2.579202,0.073937
N-tiw56r54_250,first,transpose,random,2387349,1680115,29.624240,0.000035
N-tiw56r54_250,first,transpose,cw,2387349,2000534,16.202700,0.006238
N-tiw56r54_250,first,exchange,random,2387349,2326462,2.550402,5.333769
N-tiw56r54_250,first,exchange,cw,2387349,2309958,3.241713,3.786126
N-tiw56r54_250,first,insert,random,2387349,2342541,1.876894,4.316738
N-tiw56r54_250,first,insert,cw,2387349,2336229,2.141287,3.085914
N-tiw56r54_250,best,transpose,random,2387349,1737686,27.212737,0.000069
N-tiw56r54_250,best,transpose,cw,2387349,2000009,16.224691,0.004168
N-tiw56r54_250,best,exchange,random,2387349,2309720,3.251682,0.741661
N-tiw56r54_250,best,exchange,cw,2387349,2301150,3.610658,0.618948
N-tiw56r54_250,best,insert,random,2387349,2333960,2.236330,0.917457
N-tiw56r54_250,best,insert,cw,2387349,2322494,2.716612,0.711751
N-t70b11xx_250,first,transpose,random,25403045,16680617,34.336151,0.000039
N-t70b11xx_250,first,transpose,cw,25403045,21299721,16.152882,0.006194
N-t70b11xx_250,first,exchange,random,25403045,24598743,3.166164,5.045177
N-t70b11xx_250,first,exchange,cw,25403045,24700764,2.764554,3.955209
N-t70b11xx_250,first,insert,random,25403045,24820459,2.293371,4.525692
N-t70b11xx_250,first,insert,cw,25403045,24909502,1.942850,2.995891
N-t70b11xx_250,best,transpose,random,25403045,16977707,33.166646,0.000055
N-t70b11xx_250,best,transpose,cw,25403045,21304756,16.133062,0.004196
N-t70b11xx_250,best,exchange,random,25403045,24447955,3.759746,0.707561
N-t70b11xx_250,best,exchange,cw,25403045,24406801,3.921750,0.776923
N-t70b11xx_250,best,insert,random,25403045,24648852,2.968908,0.755267
N-t70b11xx_250,best,insert,cw,25403045,24923123,1.889230,0.805695
N-t70d11xx_150,first,transpose,random,6174178,4103126,33.543769,0.000037
N-t70d11xx_150,first,transpose,cw,6174178,5093969,17.495592,0.001281
N-t70d11xx_150,first,exchange,random,6174178,5962036,3.435955,0.398427
N-t70d11xx_150,first,exchange,cw,6174178,5984951,3.064813,0.311614
N-t70d11xx_150,first,insert,random,6174178,6003944,2.757193,0.432076
N-t70d11xx_150,first,insert,cw,6174178,6040680,2.162199,0.308722
N-t70d11xx_150,best,transpose,random,6174178,4031345,34.706369,0.000019
N-t70d11xx_150,best,transpose,cw,6174178,5090895,17.545380,0.002748
N-t70d11xx_150,best,exchange,random,6174178,5921146,4.098230,0.086724
N-t70d11xx_150,best,exchange,cw,6174178,5954586,3.556619,0.061179
N-t70d11xx_150,best,insert,random,6174178,5982546,3.103765,0.086407
N-t70d11xx_150,best,insert,cw,6174178,6053715,1.951078,0.085835
N-tiw56n66_150,first,transpose,random,2107619,1427424,32.273148,0.000032
N-tiw56n66_150,first,transpose,cw,2107619,1743166,17.292167,0.001081
N-tiw56n66_150,first,exchange,random,2107619,2050229,2.722978,0.428623
N-tiw56n66_150,first,exchange,cw,2107619,2041843,3.120868,0.242475
N-tiw56n66_150,first,insert,random,2107619,2050823,2.694794,0.390085
N-tiw56n66_150,first,insert,cw,2107619,2060991,2.212354,0.212305
N-tiw56n66_150,best,transpose,random,2107619,1377929,34.621533,0.000017
N-tiw56n66_150,best,transpose,cw,2107619,1742539,17.321916,0.001135
N-tiw56n66_150,best,exchange,random,2107619,2018648,4.221399,0.069637
N-tiw56n66_150,best,exchange,cw,2107619,1992070,5.482443,0.055353
N-tiw56n66_150,best,insert,random,2107619,2062684,2.132027,0.110612
N-tiw56n66_150,best,insert,cw,2107619,2057153,2.394456,0.077390
N-tiw56r72_150,first,transpose,random,2823758,1831533,35.138457,0.000014
N-tiw56r72_150,first,transpose,cw,2823758,2360333,16.411640,0.000921
N-tiw56r72_150,first,exchange,random,2823758,2725934,3.464320,0.403962
N-tiw56r72_150,first,exchange,cw,2823758,2739065,2.999301,0.329092
N-tiw56r72_150,first,insert,random,2823758,2760992,2.222783,0.405925
N-tiw56r72_150,first,insert,cw,2823758,2739782,2.973909,0.247584
N-tiw56r72_150,best,transpose,random,2823758,2016979,28.571110,0.000016
N-tiw56r72_150,best,transpose,cw,2823758,2361394,16.374066,0.000923
N-tiw56r72_150,best,exchange,random,2823758,2708056,4.097447,0.069618
N-tiw56r72_150,best,exchange,cw,2823758,2684657,4.926095,0.059247
N-tiw56r72_150,best,insert,random,2823758,2763571,2.131450,0.093028
N-tiw56r72_150,best,insert,cw,2823758,2755797,2.406757,0.086148
N-tiw56n67_250,first,transpose,random,6324858,4083096,35.443673,0.000035
N-tiw56n67_250,first,transpose,cw,6324858,5286358,16.419341,0.005671
N-tiw56n67_250,first,exchange,random,6324858,6153234,2.713484,4.854721
N-tiw56n67_250,first,exchange,cw,6324858,6169599,2.454743,4.170926
N-tiw56n67_250,first,insert,random,6324858,6216675,1.710442,4.715353
N-tiw56n67_250,first,insert,cw,6324858,6218639,1.679389,3.005195
N-tiw56n67_250,best,transpose,random,6324858,4071339,35.629559,0.000058
N-tiw56n67_250,best,transpose,cw,6324858,5288322,16.388289,0.004172
N-tiw56n67_250,best,exchange,random,6324858,6111050,3.380440,0.724286
N-tiw56n67_250,best,exchange,cw,6324858,6120778,3.226634,0.700017
N-tiw56n67_250,best,insert,random,6324858,6192750,2.088711,0.793521
N-tiw56n67_250,best,insert,cw,6324858,6228029,1.530928,0.810528
N-t70d11xn_150,first,transpose,random,5825147,3955119,32.102675,0.000111
N-t70d11xn_150,first,transpose,cw,5825147,4867683,16.436735,0.001626
N-t70d11xn_150,first,exchange,random,5825147,5631365,3.326646,0.384109
N-t70d11xn_150,first,exchange,cw,5825147,5617018,3.572940,0.336852
N-t70d11xn_150,first,insert,random,5825147,5737576,1.503327,0.409393
N-t70d11xn_150,first,insert,cw,5825147,5722263,1.766204,0.293412
N-t70d11xn_150,best,transpose,random,5825147,3925960,32.603246,0.000020
N-t70d11xn_150,best,transpose,cw,5825147,4866760,16.452581,0.001057
N-t70d11xn_150,best,exchange,random,5825147,5623971,3.453578,0.075940
N-t70d11xn_150,best,exchange,cw,5825147,5597017,3.916296,0.073944
N-t70d11xn_150,best,insert,random,5825147,5701666,2.119792,0.096546
N-t70d11xn_150,best,insert,cw,5825147,5686328,2.383099,0.078127
N-tiw56n62_150,first,transpose,random,1626921,1036234,36.307049,0.000026
N-tiw56n62_150,first,transpose,cw,1626921,1357563,16.556305,0.001089
N-tiw56n62_150,first,exchange,random,1626921,1579604,2.908377,0.300083
N-tiw56n62_150,first,exchange,cw,1626921,1579070,2.941200,0.222310
N-tiw56n62_150,first,insert,random,1626921,1592316,2.127024,0.435681
N-tiw56n62_150,first,insert,cw,1626921,1587808,2.404112,0.183768
N-tiw56n62_150,best,transpose,random,1626921,1115051,31.462499,0.000019
N-tiw56n62_150,best,transpose,cw,1626921,1358203,16.516967,0.000942
N-tiw56n62_150,best,exchange,random,1626921,1558357,4.214341,0.073381
N-tiw56n62_150,best,exchange,cw,1626921,1552959,4.546133,0.072736
N-tiw56n62_150,best,insert,random,1626921,1595576,1.926645,0.086244
N-tiw56n62_150,best,insert,cw,1626921,1589149,2.321686,0.085312
N-t65b11xx_150,first,transpose,random,6453836,4224479,34.543131,0.000013
N-t65b11xx_150,first,transpose,cw,6453836,5326421,17.468913,0.001063
N-t65b11xx_150,first,exchange,random,6453836,6244091,3.249928,0.327819
N-t65b11xx_150,first,exchange,cw,6453836,6209647,3.783626,0.333939
N-t65b11xx_150,first,insert,random,6453836,6370241,1.295276,0.313913
N-t65b11xx_150,first,insert,cw,6453836,6365257,1.372502,0.294398
N-t65b11xx_150,best,transpose,random,6453836,3729310,42.215606,0.000016
N-t65b11xx_150,best,transpose,cw,6453836,5325478,17.483525,0.000947
N-t65b11xx_150,best,exchange,random,6453836,6232013,3.437072,0.081780
N-t65b11xx_150,best,exchange,cw,6453836,6210781,3.766055,0.067842
N-t65b11xx_150,best,insert,random,6453836,6279159,2.706561,0.091909
N-t65b11xx_150,best,insert,cw,6453836,6350136,1.606796,0.088927
N-t75e11xx_250,first,transpose,random,106873878,70383052,34.143821,0.000035
N-t75e11xx_250,first,transpose,cw,106873878,89060471,16.667690,0.005423
N-t75e11xx_250,first,exchange,random,106873878,103902467,2.780297,6.082231
N-t75e11xx_250,first,exchange,cw,106873878,104124726,2.572333,5.795505
N-t75e11xx_250,first,insert,random,106873878,104484735,2.235479,5.012967
N-t75e11xx_250,first,insert,cw,106873878,104337379,2.373357,3.553471
N-t75e11xx_250,best,transpose,random,106873878,66816236,37.481228,0.000068
N-t75e11xx_250,best,transpose,cw,106873878,89058614,16.669428,0.004785
N-t75e11xx_250,best,exchange,random,106873878,102170080,4.401261,0.747546
N-t75e11xx_250,best,exchange,cw,106873878,101928444,4.627355,0.686713
N-t75e11xx_250,best,insert,random,106873878,104567715,2.157836,0.929018
N-t75e11xx_250,best,insert,cw,106873878,104077710,2.616325,0.771993
N-tiw56n62_250,first,transpose,random,4142745,2835687,31.550530,0.000039
N-tiw56n62_250,first,transpose,cw,4142745,3484931,15.878699,0.005760
N-tiw56n62_250,first,exchange,random,4142745,4033507,2.636851,4.852141
N-tiw56n62_250,first,exchange,cw,4142745,4018158,3.007354,3.922599
N-tiw56n62_250,first,insert,random,4142745,4053231,2.160741,4.882691
N-tiw56n62_250,first,insert,cw,4142745,4067847,1.807932,2.769031
N-tiw56n62_250,best,transpose,random,4142745,2876075,30.575621,0.000061
N-tiw56n62_250,best,transpose,cw,4142745,3486859,15.832160,0.004159
N-tiw56n62_250,best,exchange,random,4142745,4004966,3.325790,0.793157
N-tiw56n62_250,best,exchange,cw,4142745,3990976,3.663489,0.719542
N-tiw56n62_250,best,insert,random,4142745,4040757,2.461846,0.764828
N-tiw56n62_250,best,insert,cw,4142745,4037263,2.546186,0.684997
N-t70b11xx_150,first,transpose,random,9647229,6352514,34.151931,0.000014
N-t70b11xx_150,first,transpose,cw,9647229,7886107,18.255211,0.001060
N-t70b11xx_150,first,exchange,random,9647229,9431997,2.231024,0.370662
N-t70b11xx_150,first,exchange,cw,9647229,9388651,2.680334,0.297768
N-t70b11xx_150,first,insert,random,9647229,9476286,1.771939,0.357743
N-t70b11xx_150,first,insert,cw,9647229,9481727,1.715539,0.246698
N-t70b11xx_150,best,transpose,random,9647229,6600829,31.577980,0.000015
N-t70b11xx_150,best,transpose,cw,9647229,7884701,18.269785,0.000959
N-t70b11xx_150,best,exchange,random,9647229,9252618,4.090408,0.059145
N-t70b11xx_150,best,exchange,cw,9647229,9333671,3.250239,0.100660
N-t70b11xx_150,best,insert,random,9647229,9437855,2.170302,0.088198
N-t70b11xx_150,best,insert,cw,9647229,9486371,1.667401,0.089446
N-t70n11xx_150,first,transpose,random,948913,585997,38.245445,0.000035
N-t70n11xx_150,first,transpose,cw,948913,755586,20.373522,0.001298
N-t70n11xx_150,first,exchange,random,948913,921823,2.854845,0.356317
N-t70n11xx_150,first,exchange,cw,948913,923110,2.719217,0.379579
N-t70n11xx_150,first,insert,random,948913,927563,2.249943,0.375368
N-t70n11xx_150,first,insert,cw,948913,935842,1.377471,0.257565
N-t70n11xx_150,best,transpose,random,948913,624392,34.199236,0.000015
N-t70n11xx_150,best,transpose,cw,948913,755832,20.347598,0.001055
N-t70n11xx_150,best,exchange,random,948913,915131,3.560073,0.072359
N-t70n11xx_150,best,exchange,cw,948913,915224,3.550273,0.073009
N-t70n11xx_150,best,insert,random,948913,929355,2.061095,0.102902
N-t70n11xx_150,best,insert,cw,948913,921403,2.899107,0.074091
N-be75tot_150,first,transpose,random,12287707,7568958,38.402193,0.000033
N-be75tot_150,first,transpose,cw,12287707,9915444,19.305986,0.000911
N-be75tot_150,first,exchange,random,12287707,11894741,3.198042,0.355316
N-be75tot_150,first,exchange,cw,12287707,11855529,3.517157,0.278323
N-be75tot_150,first,insert,random,12287707,11967863,2.602959,0.412808
N-be75tot_150,first,insert,cw,12287707,12029108,2.104534,0.275902
N-be75tot_150,best,transpose,random,12287707,7918703,35.555893,0.000018
N-be75tot_150,best,transpose,cw,12287707,9917729,19.287390,0.000918
N-be75tot_150,best,exchange,random,12287707,11840031,3.643283,0.064969
N-be75tot_150,best,exchange,cw,12287707,11817331,3.828021,0.064666
N-be75tot_150,best,insert,random,12287707,12030081,2.096616,0.088782
N-be75tot_150,best,insert,cw,12287707,12081880,1.675064,0.102617
N-tiw56r72_250,first,transpose,random,7451579,5128013,31.182196,0.000059
N-tiw56r72_250,first,transpose,cw,7451579,6274987,15.789835,0.006465
N-tiw56r72_250,first,exchange,random,7451579,7236612,2.884852,5.252942
N-tiw56r72_250,first,exchange,cw,7451579,7266706,2.480991,4.196900
N-tiw56r72_250,first,insert,random,7451579,7300834,2.022994,4.712649
N-tiw56r72_250,first,insert,cw,7451579,7305792,1.956458,3.356148
N-tiw56r72_250,best,transpose,random,7451579,5239274,29.689077,0.000056
N-tiw56r72_250,best,transpose,cw,7451579,6276604,15.768135,0.004185
N-tiw56r72_250,best,exchange,random,7451579,7195735,3.433420,0.752023
N-tiw56r72_250,best,exchange,cw,7451579,7163734,3.862873,0.722856
N-tiw56r72_250,best,insert,random,7451579,7257933,2.598724,0.933297
N-tiw56r72_250,best,insert,cw,7451579,7306502,1.946930,0.871655
N-be75oi_150,first,transpose,random,2246534,1200561,46.559411,0.000013
N-be75oi_150,first,transpose,cw,2246534,1934185,13.903595,0.001055
N-be75oi_150,first,exchange,random,2246534,2193957,2.340361,0.376463
N-be75oi_150,first,exchange,cw,2246534,2206460,1.783815,0.301617
N-be75oi_150,first,insert,random,2246534,2216385,1.342023,0.335992
N-be75oi_150,first,insert,cw,2246534,2223030,1.046234,0.242483
N-be75oi_150,best,transpose,random,2246534,1483448,33.967258,0.000017
N-be75oi_150,best,transpose,cw,2246534,1935299,13.854008,0.001073
N-be75oi_150,best,exchange,random,2246534,2203902,1.897679,0.073159
N-be75oi_150,best,exchange,cw,2246534,2179239,2.995503,0.083369
N-be75oi_150,best,insert,random,2246534,2209650,1.641818,0.093890
N-be75oi_150,best,insert,cw,2246534,2207033,1.758309,0.095772
N-tiw56r66_250,first,transpose,random,4948414,3368879,31.920025,0.000049
N-tiw56r66_250,first,transpose,cw,4948414,4134423,16.449533,0.006501
N-tiw56r66_250,first,exchange,random,4948414,4829496,2.403154,5.368416
N-tiw56r66_250,first,exchange,cw,4948414,4791704,3.166873,3.838618
N-tiw56r66_250,first,insert,random,4948414,4853580,1.916452,4.825231
N-tiw56r66_250,first,insert,cw,4948414,4845527,2.079191,2.999084
N-tiw56r66_250,best,transpose,random,4948414,3380463,31.685930,0.000074
N-tiw56r66_250,best,transpose,cw,4948414,4135197,16.433892,0.004512
N-tiw56r66_250,best,exchange,random,4948414,4757031,3.867562,0.819239
N-tiw56r66_250,best,exchange,cw,4948414,4776037,3.483480,0.697687
N-tiw56r66_250,best,insert,random,4948414,4838752,2.216104,0.848670
N-tiw56r66_250,best,insert,cw,4948414,4829854,2.395919,0.762073
N-tiw56n54_150,first,transpose,random,837945,580371,30.738772,0.000014
N-tiw56n54_150,first,transpose,cw,837945,697347,16.778906,0.001453
N-tiw56n54_150,first,exchange,random,837945,816585,2.549093,0.364996
N-tiw56n54_150,first,exchange,cw,837945,812533,3.032657,0.235485
N-tiw56n54_150,first,insert,random,837945,819428,2.209811,0.362028
N-tiw56n54_150,first,insert,cw,837945,822898,1.795703,0.241644
N-tiw56n54_150,best,transpose,random,837945,547674,34.640818,0.000022
N-tiw56n54_150,best,transpose,cw,837945,697468,16.764465,0.001067
N-tiw56n54_150,best,exchange,random,837945,804040,4.046208,0.075853
N-tiw56n54_150,best,exchange,cw,837945,803240,4.141680,0.062759
N-tiw56n54_150,best,insert,random,837945,818969,2.264588,0.095788
N-tiw56n54_150,best,insert,cw,837945,820974,2.025312,0.080995
N-stabu1_250,first,transpose,random,7742444,5068056,34.541910,0.000033
N-stabu1_250,first,transpose,cw,7742444,6540270,15.527061,0.006078
N-stabu1_250,first,exchange,random,7742444,7561304,2.339571,5.210546
N-stabu1_250,first,exchange,cw,7742444,7610892,1.699102,4.779254
N-stabu1_250,first,insert,random,7742444,7554139,2.432113,5.105220
N-stabu1_250,first,insert,cw,7742444,7596054,1.890747,3.423435
N-stabu1_250,best,transpose,random,7742444,5037515,34.936372,0.000060
N-stabu1_250,best,transpose,cw,7742444,6542171,15.502508,0.004216
N-stabu1_250,best,exchange,random,7742444,7489428,3.267909,0.865379
N-stabu1_250,best,exchange,cw,7742444,7524450,2.815571,0.770092
N-stabu1_250,best,insert,random,7742444,7584429,2.040893,0.922762
N-stabu1_250,best,insert,cw,7742444,7544910,2.551313,0.771566
N-t65f11xx_250,first,transpose,random,8409567,5776104,31.315084,0.000031
N-t65f11xx_250,first,transpose,cw,8409567,7009245,16.651535,0.007008
N-t65f11xx_250,first,exchange,random,8409567,8143178,3.167690,3.966904
N-t65f11xx_250,first,exchange,cw,8409567,8149389,3.093833,3.708757
N-t65f11xx_250,first,insert,random,8409567,8241886,1.993931,4.117279
N-t65f11xx_250,first,insert,cw,8409567,8260731,1.769841,3.166815
N-t65f11xx_250,best,transpose,random,8409567,5745549,31.678421,0.000066
N-t65f11xx_250,best,transpose,cw,8409567,7007792,16.668813,0.004175
N-t65f11xx_250,best,exchange,random,8409567,8186431,2.653359,0.781934
N-t65f11xx_250,best,exchange,cw,8409567,8115881,3.492284,0.683981
N-t65f11xx_250,best,insert,random,8409567,8219594,2.259010,0.824245
N-t65f11xx_250,best,insert,cw,8409567,8244539,1.962384,0.764089
N-t70n11xx_250,first,transpose,random,2444390,1554506,36.405156,0.000046
N-t70n11xx_250,first,transpose,cw,2444390,2011095,17.726099,0.008180
N-t70n11xx_250,first,exchange,random,2444390,2380806,2.601222,5.569116
N-t70n11xx_250,first,exchange,cw,2444390,2373780,2.888655,4.142239
N-t70n11xx_250,first,insert,random,2444390,2392370,2.128138,4.246367
N-t70n11xx_250,first,insert,cw,2444390,2368384,3.109406,2.763315
N-t70n11xx_250,best,transpose,random,2444390,1582256,35.269904,0.000058
N-t70n11xx_250,best,transpose,cw,2444390,2011323,17.716772,0.004165
N-t70n11xx_250,best,exchange,random,2444390,2343017,4.147170,0.816359
N-t70n11xx_250,best,exchange,cw,2444390,2329521,4.699291,0.606586
N-t70n11xx_250,best,insert,random,2444390,2373897,2.883869,0.807953
N-t70n11xx_250,best,insert,cw,2444390,2384953,2.431568,0.722351
N-t59n11xx_150,first,transpose,random,318960,197078,38.212315,0.000010
N-t59n11xx_150,first,transpose,cw,318960,254275,20.279972,0.000922
N-t59n11xx_150,first,exchange,random,318960,309696,2.904439,0.341740
N-t59n11xx_150,first,exchange,cw,318960,310390,2.686857,0.220217
N-t59n11xx_150,first,insert,random,318960,308816,3.180336,0.334740
N-t59n11xx_150,first,insert,cw,318960,312709,1.959807,0.206825
N-t59n11xx_150,best,transpose,random,318960,201931,36.690808,0.000016
N-t59n11xx_150,best,transpose,cw,318960,254280,20.278405,0.000950
N-t59n11xx_150,best,exchange,random,318960,310060,2.790319,0.082559
N-t59n11xx_150,best,exchange,cw,318960,307889,3.470968,0.061761
N-t59n11xx_150,best,insert,random,318960,310096,2.779032,0.092763
N-t59n11xx_150,best,insert,cw,318960,311957,2.195573,0.094348
N-t70d11xx_250,first,transpose,random,16040574,11349630,29.244240,0.000030
N-t70d11xx_250,first,transpose,cw,16040574,13472808,16.007943,0.006053
N-t70d11xx_250,first,exchange,random,16040574,15670461,2.307355,5.613227
N-t70d11xx_250,first,exchange,cw,16040574,15612502,2.668683,4.791348
N-t70d11xx_250,first,insert,random,16040574,15699246,2.127904,4.730606
N-t70d11xx_250,first,insert,cw,16040574,15668199,2.321457,3.226754
N-t70d11xx_250,best,transpose,random,16040574,10961576,31.663443,0.000074
N-t70d11xx_250,best,transpose,cw,16040574,13469473,16.028734,0.004150
N-t70d11xx_250,best,exchange,random,16040574,15490436,3.429665,0.770477
N-t70d11xx_250,best,exchange,cw,16040574,15477808,3.508391,0.736894
N-t70d11xx_250,best,insert,random,16040574,15525975,3.208108,0.843606
N-t70d11xx_250,best,insert,cw,16040574,15736486,1.895743,0.792089
N-t74d11xx_250,first,transpose,random,24430250,16993180,30.442054,0.000034
N-t74d11xx_250,first,transpose,cw,24430250,20274503,17.010661,0.005505
N-t74d11xx_250,first,exchange,random,24430250,23708984,2.952348,4.906713
N-t74d11xx_250,first,exchange,cw,24430250,23686685,3.043624,4.242351
N-t74d11xx_250,first,insert,random,24430250,24117375,1.280687,4.863701
N-t74d11xx_250,first,insert,cw,24430250,23919050,2.092488,2.901095
N-t74d11xx_250,best,transpose,random,24430250,16766413,31.370277,0.000067
N-t74d11xx_250,best,transpose,cw,24430250,20273075,17.016506,0.004221
N-t74d11xx_250,best,exchange,random,24430250,23459124,3.975096,0.798596
N-t74d11xx_250,best,exchange,cw,24430250,23581171,3.475523,0.835230
N-t74d11xx_250,best,insert,random,24430250,23974065,1.867296,0.921123
N-t74d11xx_250,best,insert,cw,24430250,23838915,2.420503,0.730486
N-t69r11xx_150,first,transpose,random,11855957,6988139,41.057993,0.000014
N-t69r11xx_150,first,transpose,cw,11855957,9432628,20.439759,0.001062
N-t69r11xx_150,first,exchange,random,11855957,11466899,3.281540,0.414734
N-t69r11xx_150,first,exchange,cw,11855957,11461909,3.323629,0.343354
N-t69r11xx_150,first,insert,random,11855957,11531620,2.735646,0.392023
N-t69r11xx_150,first,insert,cw,11855957,11584592,2.288849,0.257634
N-t69r11xx_150,best,transpose,random,11855957,7126546,39.890588,0.000019
N-t69r11xx_150,best,transpose,cw,11855957,9432361,20.442011,0.000953
N-t69r11xx_150,best,exchange,random,11855957,11484447,3.133530,0.066783
N-t69r11xx_150,best,exchange,cw,11855957,11433872,3.560109,0.096375
N-t69r11xx_150,best,insert,random,11855957,11582199,2.309033,0.095484
N-t69r11xx_150,best,insert,cw,11855957,11512733,2.894950,0.097011
N-t70f11xx_150,first,transpose,random,5150097,3472267,32.578610,0.000030
N-t70f11xx_150,first,transpose,cw,5150097,4197416,18.498312,0.001061
N-t70f11xx_150,first,exchange,random,5150097,4927830,4.315783,0.344363
N-t70f11xx_150,first,exchange,cw,5150097,4930616,4.261687,0.196179
N-t70f11xx_150,first,insert,random,5150097,5018276,2.559583,0.328779
N-t70f11xx_150,first,insert,cw,5150097,5021685,2.493390,0.238298
N-t70f11xx_150,best,transpose,random,5150097,3464306,32.733189,0.000015
N-t70f11xx_150,best,transpose,cw,5150097,4199219,18.463303,0.000917
N-t70f11xx_150,best,exchange,random,5150097,4927935,4.313744,0.066234
N-t70f11xx_150,best,exchange,cw,5150097,4928579,4.301239,0.074048
N-t70f11xx_150,best,insert,random,5150097,5044517,2.050058,0.092432
N-t70f11xx_150,best,insert,cw,5150097,5012967,2.662668,0.086045
N-t74d11xx_150,first,transpose,random,9396044,6509368,30.722249,0.000029
N-t74d11xx_150,first,transpose,cw,9396044,7814438,16.832680,0.000904
N-t74d11xx_150,first,exchange,random,9396044,9125431,2.880074,0.432533
N-t74d11xx_150,first,exchange,cw,9396044,9135770,2.770038,0.344043
N-t74d11xx_150,first,insert,random,9396044,9170009,2.405640,0.442388
N-t74d11xx_150,first,insert,cw,9396044,9206044,2.022128,0.209490
N-t74d11xx_150,best,transpose,random,9396044,6031590,35.807133,0.000015
N-t74d11xx_150,best,transpose,cw,9396044,7810579,16.873750,0.000942
N-t74d11xx_150,best,exchange,random,9396044,8963740,4.600915,0.087851
N-t74d11xx_150,best,exchange,cw,9396044,9023249,3.967574,0.062675
N-t74d11xx_150,best,insert,random,9396044,9156508,2.549328,0.089269
N-t74d11xx_150,best,insert,cw,9396044,9180435,2.294678,0.071968
N-t59n11xx_250,first,transpose,random,825608,568481,31.143957,0.000032
